feature,class,shap_importance
P41252,3,0.00929260688219399
P48165,3,0.009082272662265412
P49459,4,0.009043431711283509
O43678,4,0.00903658581599581
Q7Z2W4,2,0.00903101148578978
Q9NQB0,2,0.008899191374102685
O43172,4,0.008878441914018226
P41252,2,0.008841696731336045
P48165,2,0.008789814953533308
Q96EZ8,2,0.008776970233651333
O43172,2,0.008644406636930809
Q96EZ8,4,0.008633761739682989
P62875,4,0.008578867022160722
Q5BJF6,4,0.008507514767431775
P35711,4,0.008426034629985809
Q14697,4,0.008412224144442234
Q8N0Z3,3,0.00841188477416966
O60341,4,0.00836290080673678
P07814,3,0.00836210781086106
Q9BZL6,4,0.008302081884376837
Q02539,4,0.008276050634289427
Q16891,4,0.008256541583770639
Q8N5R6,4,0.008255886104369435
Q15022,4,0.008143700807968054
Q8NHP6,2,0.008105131761095704
Q0VD86,3,0.008082443162681778
O95817,4,0.00804969137741905
Q96SB4,4,0.008013160916813311
O60341,2,0.008000513145230976
P04264,2,0.007977503650357345
Q96JN8,2,0.007958294549260945
P08758,2,0.007957806475510145
Q9C0F1,4,0.007934113457902323
P48431,3,0.007827802882741765
P35580,4,0.007809335430826034
Q5TC82,2,0.007752386312604569
Q96G21,2,0.007616496730669361
Q9UJY1,3,0.007518505047097463
P62875,3,0.0074977652067004215
Q01860,3,0.007484044185340146
Q2T9L4,4,0.007468809402749698
Q9H0U4,3,0.007335535326268913
Q96G21,4,0.007322364561820075
O14964,4,0.007256697468611751
Q92560,2,0.007190849906157078
O14964,2,0.0071393458756524465
Q96SB4,2,0.00708427234461892
Q9NQB0,4,0.007048024612724598
P14314,4,0.007022636495176251
P19438,4,0.00694105224167374
Q16891,2,0.006923595974019339
Q7Z2W4,4,0.00688015218735717
P52815,2,0.006869390470190681
Q16512,2,0.0068688830230693824
P10398,2,0.006813989594814858
Q9BZL6,2,0.00681053969826303
P52815,3,0.006800183491510385
Q9H7B2,2,0.006796535125887818
P05455,4,0.006782065136235596
P10398,3,0.006767153783153421
Q02539,2,0.006689887497011107
A8MQ03,3,0.006654200667724628
Q9BUZ4,2,0.00664070630886818
Q96LK0,2,0.006548336487517748
P32246,2,0.0065235532296465904
