prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.041310384695705235,0.05793313528428173,0.12772621065045175,0.14318456035370153,0.09772362228617923,0.5321220867296804,3048148,3,5
0.07228726618091857,0.24052441005339262,0.08313864649734307,0.04486166481291913,0.05263572177217235,0.5065522906832544,332097,5,5
0.3086548689975373,0.029822768152528385,0.19130661684512665,0.2065005385886138,0.10803528817163446,0.1556799192445594,1803956,0,0
0.02833843636712817,0.0954957910843313,0.09958628142255262,0.05516635273964506,0.10746587082434422,0.6139472675619988,3052381,5,5
0.015988654138817265,0.27469534200018175,0.0618192030807693,0.014488942844462283,0.029272221650767025,0.6037356362850026,3048158,1,5
0.0026123118725063063,0.6509354450988148,0.04590948445623306,0.005266749520611444,0.0530585270783771,0.24221748197345724,12475,2,1
0.01229768563709316,0.11306030752004691,0.18030121482890651,0.018834058345751227,0.368283106436244,0.30722362723195873,3052470,4,5
0.012719610895186938,0.36097492534406617,0.09081074033068846,0.008713113844486498,0.04604285529162628,0.4807387542939459,3048170,5,5
0.2387915537403932,0.0072529645376196794,0.30974646786028676,0.3544491877826587,0.022425960493422246,0.06733386558561912,338079,2,3
0.10345782009293104,0.06901289359265887,0.22741119044152325,0.17420818819829043,0.14933287363660916,0.2765770340379876,3052499,4,5
0.06449091973053586,0.19026936859407576,0.10442428588473002,0.08250928851930847,0.07021236388519303,0.48809377338615667,11318,1,5
0.05106267066259173,0.12519953113925208,0.021075648660905125,0.052428294576167475,0.6849273708171573,0.06530648414392635,3052317,4,4
0.3422382182915828,0.07267642931686064,0.3272458406015071,0.11174974866064975,0.02629246740752887,0.1197972957218712,1678143,2,0
0.06739344918747381,0.0783053636615372,0.1991843699479296,0.07414566395008114,0.2982582988431782,0.2827128544098001,3052501,2,5
0.015356956065718092,0.2561662046449946,0.022449742617949405,0.029416510887707623,0.13406056656435306,0.5425500192192771,1972575,5,5
0.011724272562262493,0.28143823252746036,0.07710027972715612,0.009126934052800842,0.05331152163659276,0.5672987594937277,3047375,5,5
0.4872748770680847,0.03630998589299588,0.22519689199269247,0.11084019573664598,0.05284582171419113,0.08753222759538977,1239572,0,0
0.021862808976215002,0.29411263806746574,0.06227527930959039,0.01681841909732825,0.024466755501213088,0.5804640990481876,3052466,1,5
0.0065978851543936606,0.39138905974049176,0.02130141165699208,0.009539917586555317,0.17720253652100307,0.39396918934056413,2951619,1,1
0.030901430807586658,0.15089274875395853,0.02886600883090043,0.04027370044838486,0.6750110956643847,0.07405501549478512,2169991,4,4
0.04009369866193288,0.38899051219019287,0.06055879427852595,0.028347499657505538,0.025258421529317145,0.45675107368252543,60876,5,5
0.07098952750559974,0.31751423136643997,0.08044991763684278,0.06806746508321795,0.06302249238444264,0.39995636602345686,2748762,5,5
0.43462272996231616,0.017217254908833458,0.15300540753474817,0.24029276848372913,0.09113914436074924,0.06372269474962376,463676,3,0
0.02204399061173883,0.3131729090004617,0.028613648151867625,0.02538045582874286,0.06553119485357425,0.545257801553615,48543,5,5
0.027330129841054176,0.1609635455125327,0.051818464002540046,0.020060330645893045,0.43952839856858666,0.30029913142939346,3052600,5,5
0.16211232385832539,0.06869883082091527,0.030502616158158774,0.40644345513415053,0.0505857390984653,0.2816570349299847,28876,0,3
0.26866443687284125,0.009022983914619006,0.024914437828850867,0.5957432529248928,0.016687086739119162,0.08496780171967659,1348384,0,3
0.009325828120719705,0.3416969941667442,0.07731900292110146,0.006308459329117119,0.051035676381442144,0.5143140390808756,3048287,1,5
0.04910158432745405,0.2960640413757285,0.04562703667624941,0.04007894852844083,0.06384681558478061,0.5052815735073466,59301,5,5
0.2912555994156926,0.0440406446350523,0.22009090257419264,0.12566569184820084,0.15181187515223402,0.16713528637462743,147712,3,0
