Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Nitrogen Compound Transport (GO:0071705)	1/163	2.178276e-01	2.602365e-01	0	0	4.216262e+00	6.425800e+00	SCARB2
GO_Biological_Process_2023	Negative Regulation Of Cell Migration (GO:0030336)	1/163	2.178276e-01	2.602365e-01	0	0	4.216262e+00	6.425800e+00	PTPRR
GO_Biological_Process_2023	Double-Strand Break Repair (GO:0006302)	1/168	2.237248e-01	2.661044e-01	0	0	4.088994e+00	6.122608e+00	INTS3
GO_Biological_Process_2023	Brain Development (GO:0007420)	1/169	2.248991e-01	2.663279e-01	0	0	4.064450e+00	6.064580e+00	AIM2
GO_Biological_Process_2023	Regulation Of Neuron Projection Development (GO:0010975)	1/174	2.307448e-01	2.720571e-01	0	0	3.945984e+00	5.786560e+00	SCARB2
GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	1/176	2.330711e-01	2.736052e-01	0	0	3.900493e+00	5.680723e+00	PLOD3
GO_Biological_Process_2023	RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)	1/180	2.377033e-01	2.778351e-01	0	0	3.812560e+00	5.477627e+00	LSM8
GO_Biological_Process_2023	Macromolecule Biosynthetic Process (GO:0009059)	1/183	2.411597e-01	2.806600e-01	0	0	3.749147e+00	5.332396e+00	HARS2
GO_Biological_Process_2023	Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	1/186	2.446010e-01	2.834432e-01	0	0	3.687791e+00	5.192878e+00	TERF2
GO_Biological_Process_2023	Endocytosis (GO:0006897)	1/189	2.480272e-01	2.861852e-01	0	0	3.628393e+00	5.058767e+00	SCARB2
GO_Biological_Process_2023	Protein Localization To Membrane (GO:0072657)	1/192	2.514384e-01	2.888866e-01	0	0	3.570861e+00	4.929779e+00	TNFRSF1A
GO_Biological_Process_2023	Regulation Of Cell Differentiation (GO:0045595)	1/193	2.525721e-01	2.889596e-01	0	0	3.552083e+00	4.887875e+00	PTPRR
GO_Biological_Process_2023	Endomembrane System Organization (GO:0010256)	1/196	2.559633e-01	2.916038e-01	0	0	3.496905e+00	4.765307e+00	STX17
GO_Biological_Process_2023	Golgi Vesicle Transport (GO:0048193)	1/197	2.570904e-01	2.916572e-01	0	0	3.478888e+00	4.725469e+00	STX17
