prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.008066575739437212,0.012702889702844866,0.005269357898243597,0.9739611766594742,59301,vector,vector
0.13767202265297182,0.7225789247796739,0.10601413779960936,0.033734914767745094,2003650,faecal-oral,faecal-oral
0.1258080602139423,0.669988187685684,0.08377714700598506,0.12042660509438904,36427,faecal-oral,faecal-oral
0.0391552760617778,0.016744782766140383,0.005125460631903545,0.9389744805401782,48543,vector,vector
0.8756813281277122,0.030272025695408728,0.05537428330406469,0.03867236287281411,338478,direct contact,direct contact
0.46556700569267884,0.32230792539103076,0.11821087085501178,0.09391419806127882,1678143,faecal-oral,direct contact
0.31269261080845506,0.21938682006197696,0.05609924935477163,0.41182131977479647,138950,direct contact,direct contact
0.8643511817795043,0.10044743253818228,0.02281458034343271,0.012386805338880823,463676,direct contact,direct contact
0.07848413128126716,0.5689343693573593,0.3383085858747091,0.014272913486664622,11137,respiratory,faecal-oral
0.15117888962499026,0.020270714068897324,0.017172924694070352,0.8113774716120421,3047837,vector,vector
0.03777936698811464,0.034532834794622325,0.014592485256986712,0.913095312960276,3052444,vector,vector
0.13871224035579896,0.03772268629060216,0.7062750584882629,0.11729001486533609,3052480,respiratory,respiratory
0.03194728833164383,0.009412545325681055,0.01947924729912596,0.9391609190435493,3048168,vector,vector
0.008525247914057838,0.013683559679780452,0.004143442722510345,0.9736477496836513,40057,vector,vector
0.10973581270722273,0.010190683863792587,0.006986567639559076,0.8730869357894255,3052466,vector,vector
0.10737717387789884,0.23842953439185796,0.6378160205049296,0.016377271225314002,277944,respiratory,respiratory
0.11597173595747,0.12175675125813236,0.7407729997880518,0.021498512996345944,3052299,respiratory,respiratory
0.08892134360959941,0.05701344962291894,0.7669438170419617,0.08712138972551998,3052493,respiratory,respiratory
0.7493514854922062,0.17155328596352515,0.04556467383167607,0.03353055471259268,194440,direct contact,direct contact
0.05260578382640004,0.012207151724916012,0.004653468733927742,0.9305335957147562,60877,vector,vector
0.8868322874351648,0.04373648966170561,0.012009395577612905,0.057421827325516844,3049954,direct contact,direct contact
0.43026822899026484,0.5153619760693321,0.03491857808014714,0.01945121686025575,11983,faecal-oral,faecal-oral
0.07566454229356372,0.016744719099065754,0.004754790443659816,0.9028359481637108,11020,vector,vector
0.8851216716802763,0.0064319825334113335,0.010843882523367904,0.09760246326294451,11709,direct contact,direct contact
0.051361368276502214,0.005232953154209381,0.005685125341025004,0.9377205532282633,60876,vector,vector
0.13514998484061666,0.02752056051379701,0.027345804461690604,0.8099836501838957,3052428,vector,vector
0.6443771756076309,0.2847551755250695,0.04301155218359541,0.02785609668370392,194441,direct contact,direct contact
0.02030095857833094,0.006084671085061248,0.003791692844443362,0.9698226774921644,11029,vector,vector
0.0536446039671507,0.040564105414995555,0.09862116369169899,0.8071701269261546,3047817,vector,vector
0.3637884554744031,0.463854068049148,0.05326883031215615,0.11908864616429288,35612,direct contact,faecal-oral
