,accuracy,precision,recall,f1,auroc,auprc
mean,0.7180310880829015,0.7491829142058843,0.7111650485436894,0.7287064586813544,0.7882362459546924,0.8226169481097275
std,0.02540659212610218,0.029452163532387145,0.0439717154552118,0.027358648403129692,0.025841220852904023,0.02933903730939361
