,accuracy,precision,recall,f1,auroc,auprc
mean,0.7066321243523316,0.7243702325212289,0.7294174757281554,0.72587201070131,0.7820188781014024,0.8177695240160828
std,0.02942812781886044,0.031389874612071,0.047994441059907245,0.029961647492769635,0.02579908797676187,0.02573526007086559
