,accuracy,precision,recall,f1,auroc,auprc
mean,0.7223316062176167,0.7554858094159598,0.7132038834951456,0.7313041966932025,0.7874638619201726,0.814101343653097
std,0.03444872704274208,0.03767280715920502,0.07042318887013461,0.04187089485946122,0.0356058726472239,0.038804681619908424
