accuracy,precision,recall,f1,auroc,auprc
0.7098445595854922,0.7526881720430108,0.6796116504854369,0.7142857142857143,0.7830097087378642,0.8272439743206006
0.7150259067357513,0.7307692307692307,0.7378640776699029,0.7342995169082126,0.7741639697950378,0.8189279980646564
0.6787564766839378,0.6915887850467289,0.7184466019417476,0.7047619047619048,0.7526429341963323,0.7968675346880518
0.7253886010362695,0.711864406779661,0.8155339805825242,0.7601809954751131,0.8168284789644014,0.8479660404832398
0.7357512953367875,0.7241379310344828,0.8155339805825242,0.7671232876712328,0.8218446601941747,0.8577287730131637
0.7098445595854922,0.719626168224299,0.7475728155339806,0.7333333333333333,0.770388349514563,0.8043401894284514
0.772020725388601,0.7920792079207921,0.7766990291262136,0.7843137254901961,0.8470873786407767,0.8635246826081218
0.7305699481865285,0.7297297297297297,0.7864077669902912,0.7570093457943925,0.8177454153182309,0.8527150919621105
0.7305699481865285,0.7256637168141593,0.7961165048543689,0.7592592592592593,0.7826321467098165,0.820203696574556
0.7253886010362695,0.7358490566037735,0.7572815533980582,0.7464114832535885,0.771359223300971,0.8304208781950846
0.6839378238341969,0.6909090909090909,0.7378640776699029,0.7136150234741784,0.7611650485436894,0.7991902239581509
0.6787564766839378,0.6846846846846847,0.7378640776699029,0.7102803738317758,0.7560949298813376,0.8044606334583928
0.6839378238341969,0.6779661016949152,0.7766990291262136,0.7239819004524887,0.7847896440129449,0.8390331271949858
0.7046632124352331,0.7169811320754716,0.7378640776699029,0.7272727272727272,0.783495145631068,0.8219384281877944
0.689119170984456,0.680672268907563,0.7864077669902912,0.7297297297297298,0.7909385113268609,0.8248677551904935
0.6839378238341969,0.675,0.7864077669902912,0.7264573991031391,0.755987055016181,0.8000749510166315
0.7046632124352331,0.6949152542372882,0.7961165048543689,0.7420814479638009,0.8003775620280474,0.8304486081131006
0.6735751295336787,0.696078431372549,0.6893203883495146,0.6926829268292684,0.7774541531823086,0.8398812612317783
0.689119170984456,0.7047619047619048,0.7184466019417476,0.7115384615384616,0.773408845738943,0.795994133763557
0.6787564766839378,0.6814159292035398,0.7475728155339806,0.7129629629629629,0.7436353829557714,0.7680476658713675
0.7046632124352331,0.7053571428571429,0.7669902912621359,0.7348837209302326,0.761812297734628,0.8089940585068773
0.7357512953367875,0.75,0.7572815533980582,0.753623188405797,0.8132146709816613,0.8463355545907364
0.7098445595854922,0.7117117117117117,0.7669902912621359,0.7383177570093458,0.8080906148867313,0.8357941121005669
0.7305699481865285,0.7524752475247525,0.7378640776699029,0.7450980392156863,0.7985976267529665,0.8291505294889712
0.7616580310880829,0.7355371900826446,0.8640776699029126,0.7946428571428571,0.8370010787486516,0.8517715515839651
0.7046632124352331,0.7017543859649122,0.7766990291262136,0.7373271889400922,0.7906688241639699,0.8205987689667629
0.689119170984456,0.7087378640776699,0.7087378640776699,0.7087378640776699,0.7817691477885652,0.8317497951331747
0.7150259067357513,0.7142857142857143,0.7766990291262136,0.7441860465116279,0.7933656957928802,0.836882021025052
0.7253886010362695,0.7450980392156863,0.7378640776699029,0.7414634146341463,0.8032362459546925,0.8469879273707288
0.7202072538860104,0.7247706422018348,0.7669902912621359,0.7452830188679245,0.825782092772384,0.8700936640232645
