,accuracy,precision,recall,f1,auroc,auprc
mean,0.7425388601036269,0.7673470807308064,0.7451456310679612,0.7550641497462814,0.8035954692556634,0.828093846323976
std,0.026529337647629332,0.03141459018879775,0.04497789196469551,0.027565391499750867,0.027911235680528845,0.03163258185046494
