prob_2,prob_3,prob_4,true,pred
0.7383859301583996,0.23537829172823077,0.026235778113369714,2,2
0.7833701967464508,0.15055331001293462,0.06607649324061465,3,2
0.4135297526744532,0.15633472341947857,0.430135523906068,2,4
0.4533664179939623,0.4780166389537467,0.068616943052291,2,3
0.8939723357013412,0.04983488431498492,0.05619277998367395,2,2
0.1332830230965366,0.0526724385557604,0.8140445383477031,4,4
0.6571625275721752,0.25829828282123984,0.08453918960658481,3,2
0.9498208920184176,0.03184811952332936,0.018330988458253105,2,2
0.1707491409255699,0.18465706314430347,0.6445937959301266,4,4
0.09186443241822023,0.05042484234311238,0.8577107252386673,4,4
0.475579605489151,0.13901165681835134,0.38540873769249784,4,2
0.8287574792322615,0.13739914927861338,0.03384337148912505,4,2
0.8165321216361902,0.1662425416519925,0.017225336711817404,2,2
0.8762521623689067,0.08334301588651775,0.040404821744575665,2,2
0.9171552316440542,0.04410270160233547,0.038742066753610395,2,2
0.5356632948603731,0.3370563386267278,0.1272803665128992,4,2
0.17856127344118583,0.06971238384021443,0.7517263427186,4,4
0.6071381328570881,0.12862329431322805,0.2642385728296836,2,2
0.8939723357013412,0.04983488431498492,0.05619277998367395,2,2
0.8181062035656688,0.0881436026471802,0.09375019378715115,2,2
0.8990975905147072,0.0784338531920409,0.022468556293252,2,2
0.8544166233697137,0.06564103860354926,0.07994233802673692,2,2
0.4501786071971903,0.47745089823884357,0.0723704945639659,3,3
0.5833063133379341,0.2496922623527326,0.1670014243093334,2,2
0.8939723357013412,0.04983488431498492,0.05619277998367395,2,2
0.8838028577462566,0.09661501156456287,0.019582130689180136,2,2
0.8145048865409832,0.14833298190157723,0.037162131557439415,3,2
0.8899629503363377,0.09574944232522106,0.014287607338441224,2,2
0.3292230444282361,0.3022436087223715,0.3685333468493923,2,2
0.8208743080294145,0.11333293293005217,0.06579275904053357,3,2
0.24452312276453436,0.08156154329742688,0.6739153339380387,4,4
0.7714214264034078,0.056452478485163105,0.17212609511142912,4,2
