prob_2,prob_3,prob_4,true,pred
0.8891122128121005,0.043591114883296325,0.06729667230460301,2,2
0.37356552013249195,0.11605880180733122,0.5103756780601767,2,4
0.8567441374796246,0.1125987163418027,0.030657146178572712,2,2
0.4860375577827035,0.21179043779043102,0.30217200442686554,2,2
0.41712429628661285,0.3450285967064604,0.2378471070069268,3,3
0.028537318035411808,0.04445372217439023,0.927008959790198,4,4
0.14780041276929257,0.7136440787915953,0.1385555084391121,3,3
0.38154246340875364,0.06267858449123322,0.5557789521000132,4,4
0.9158041947093066,0.048009856710052555,0.03618594858064077,2,2
0.9170566272207594,0.06437398586882331,0.01856938691041732,2,2
0.2858941564388316,0.3908444824130975,0.3232613611480711,4,3
0.5757999848631975,0.26148837850902756,0.1627116366277748,2,2
0.32237659494303283,0.09276523337481582,0.5848581716821514,4,4
0.9413294445699466,0.026962179227570087,0.03170837620248321,2,2
0.2740223716867015,0.5997731415399832,0.12620448677331556,3,3
0.40290675332806825,0.2394120079195502,0.3576812387523813,3,2
0.08035773183424048,0.048599023720443786,0.8710432444453158,4,4
0.9302449663335443,0.046037552330590266,0.023717481335865306,2,2
0.4791926758762093,0.18779214095082644,0.3330151831729644,2,2
0.6704682150627755,0.2238703134174484,0.10566147151977566,2,2
0.7185378132452577,0.13916264292228273,0.14229954383245946,2,2
0.11778000401127921,0.19817789073190661,0.6840421052568142,4,4
0.9011056352767562,0.040326886013072695,0.05856747871017093,2,2
0.6074908241795086,0.20061075394587843,0.19189842187461317,4,2
0.9047661250165472,0.03943236654256191,0.05580150844089077,2,2
0.20941097475561832,0.12148162012053138,0.6691074051238501,4,4
0.5125215445025812,0.08683331797697265,0.4006451375204462,2,2
0.9011056352767562,0.040326886013072695,0.05856747871017093,2,2
0.1718161832566934,0.6594565493441829,0.16872726739912325,2,3
0.24473976334054873,0.0473586306188496,0.7079016060406016,4,4
0.2872951110140034,0.673616455889414,0.03908843309658279,2,3
0.34072820346563537,0.5787604077468737,0.0805113887874908,3,3
