prob_2,prob_3,prob_4,true,pred
0.9301994242277958,0.03837750498282389,0.03142307078938016,2,2
0.8100076367694118,0.07985113487787283,0.11014122835271553,2,2
0.20559968199029258,0.4633677521795484,0.33103256583015905,3,3
0.14793905319472628,0.7961080921434492,0.05595285466182436,3,3
0.2086142520851918,0.11075178962147478,0.6806339582933334,4,4
0.07753328771037271,0.05549636999883544,0.8669703422907917,4,4
0.6996681940988271,0.1272506014527875,0.1730812044483854,2,2
0.8879254657697977,0.05131375499275702,0.060760779237445155,2,2
0.2248422043002367,0.10191557825940874,0.6732422174403544,4,4
0.2810342717440894,0.6875629956962562,0.031402732559654506,2,3
0.7644025070535597,0.06745105902777203,0.16814643391866796,4,2
0.5049590561956785,0.29958796089436024,0.1954529829099613,2,2
0.5878135361108753,0.31014408714952896,0.10204237673959571,3,2
0.8879254657697977,0.05131375499275702,0.060760779237445155,2,2
0.8808479699752062,0.0991288858361931,0.02002314418860057,3,2
0.16014115601031187,0.0992900208403344,0.7405688231493538,4,4
0.0294016576913704,0.03800855611004143,0.9325897861985882,4,4
0.273463611093089,0.05076852607579211,0.6757678628311193,4,4
0.3643939198380947,0.15605585584267592,0.4795502243192292,4,4
0.9301994242277958,0.03837750498282389,0.03142307078938016,2,2
0.7763692868424779,0.04501813438546733,0.1786125787720546,2,2
0.900760239076181,0.05109415328290632,0.0481456076409128,2,2
0.8986784411030367,0.06827205785878356,0.03304950103818006,2,2
0.8879254657697977,0.05131375499275702,0.060760779237445155,2,2
0.6558536122659258,0.26078698147853313,0.08335940625554115,2,2
0.9017734543853961,0.05131319899680842,0.046913346617795226,2,2
0.4319854181803069,0.4419624302508408,0.12605215156885227,3,3
0.8950386415027497,0.06349197390941706,0.04146938458783335,2,2
0.07721384177440395,0.05297801884348877,0.8698081393821073,4,4
0.8879254657697977,0.05131375499275702,0.060760779237445155,2,2
0.9470085806218164,0.023835304658677014,0.029156114719506597,2,2
0.3530722491108672,0.26851496705320665,0.378412783835926,2,2
