prob_2,prob_3,prob_4,true,pred
0.384,0.098,0.518,4,4
0.648,0.11,0.242,2,2
0.792,0.1502,0.0578,2,2
0.61,0.178,0.212,2,2
0.644,0.174,0.182,3,2
0.8635,0.0805,0.056,3,2
0.287,0.052,0.661,4,4
0.7589310344827586,0.06,0.18106896551724136,2,2
0.14,0.112,0.748,4,4
0.4309310344827586,0.203,0.3660689655172414,2,2
0.502,0.188,0.31,4,2
0.714,0.136,0.15,2,2
0.4736666666666667,0.158,0.36833333333333335,2,2
0.5327643678160918,0.1731666666666667,0.2940689655172414,4,2
0.314,0.18,0.506,4,4
0.612,0.082,0.306,2,2
0.9,0.04,0.06,2,2
0.4876666666666667,0.436,0.07633333333333334,2,2
0.736,0.164,0.1,3,2
0.7314166666666667,0.10625,0.1623333333333333,2,2
0.476,0.074,0.45,2,2
0.59775,0.16845,0.2338,4,2
0.262,0.054,0.684,4,4
0.37388235294117644,0.42511764705882354,0.201,2,3
0.7072888888888889,0.21711111111111112,0.0756,2,2
0.288,0.536,0.176,3,3
0.51375,0.25825,0.228,2,2
0.5919310344827586,0.082,0.3260689655172414,2,2
0.53675,0.14345,0.31980000000000003,4,2
0.954,0.006,0.04,2,2
0.40775,0.11625,0.476,2,4
0.5364,0.2,0.2636,3,2
