prob_2,prob_3,prob_4,true,pred
0.615,0.265,0.12,2,2
0.72,0.12,0.16,2,2
0.685,0.065,0.25,2,2
0.525,0.085,0.39,4,2
0.415,0.505,0.08,3,3
0.7875,0.0825,0.13,2,2
0.235,0.12,0.645,2,4
0.3,0.185,0.515,4,4
0.19,0.045,0.765,4,4
0.245,0.095,0.66,2,4
0.625,0.245,0.13,2,2
0.505,0.45,0.045,3,2
0.46399999999999997,0.491,0.045,3,3
0.64,0.32,0.04,2,2
0.735,0.2,0.065,4,2
0.51,0.025,0.465,2,2
0.76,0.145,0.095,2,2
0.6025,0.1725,0.225,2,2
0.885,0.1,0.015,2,2
0.51,0.1,0.39,4,2
0.825,0.145,0.03,2,2
0.92,0.05,0.03,2,2
0.155,0.15,0.695,4,4
0.805,0.095,0.1,2,2
0.29,0.045,0.665,4,4
0.765,0.155,0.08,3,2
0.66,0.285,0.055,2,2
0.335,0.505,0.16,3,3
0.71,0.065,0.225,2,2
0.78,0.1,0.12,2,2
0.335,0.165,0.5,4,4
0.135,0.15,0.715,4,4
