prob_2,prob_3,prob_4,true,pred
0.7658193857489217,0.14730232071156601,0.08687829353951212,2,2
0.0875,0.1825,0.73,4,4
0.5812061879482316,0.14990201377751333,0.2688917982742549,3,2
0.3946575188979758,0.2640935636540662,0.34124891744795804,2,2
0.7582678041372585,0.0750948568464243,0.16663733901631728,2,2
0.5375334097596393,0.33270205968894495,0.1297645305514158,3,2
0.37450892440892436,0.08086441475191475,0.5446266608391608,2,4
0.3618027385598036,0.06494708293520303,0.5732501785049934,2,4
0.33175795476753067,0.1541358869129047,0.5141061583195646,3,4
0.5056878309152322,0.0358214911829552,0.4584906779018128,2,2
0.7803830540445971,0.20249399904982507,0.017122946905577877,2,2
0.9610652008636493,0.02471630098402557,0.01421849815232515,2,2
0.576184290562819,0.19320399517564135,0.23061171426153962,2,2
0.21203646653608,0.036950761828388135,0.7510127716355319,4,4
0.8686998261802146,0.12384152696051086,0.007458646859274431,2,2
0.9149313217679348,0.04536254126989306,0.039706136962172185,2,2
0.5625077782455318,0.2283579348258608,0.20913428692860742,3,2
0.5406200980631078,0.36787006102828307,0.09150984090860902,4,2
0.5039347207570223,0.27518373854189987,0.22088154070107785,2,2
0.8389251173829709,0.03421833511850602,0.12685654749852296,4,2
0.6801421989284587,0.24983284773907832,0.07002495333246297,2,2
0.6942005747860343,0.17049373227623568,0.1353056929377301,2,2
0.24874973933079686,0.0377567855918587,0.7134934750773445,4,4
0.5113095238095238,0.04364583333333333,0.44504464285714285,4,2
0.4785111433346728,0.2012663160898455,0.3202225405754817,2,2
0.699369901255886,0.14723394095428355,0.15339615778983035,2,2
0.504639237167714,0.31497512916787007,0.18038563366441593,2,2
0.3518362433862435,0.06824708994708995,0.5799166666666666,4,4
0.5778512798362523,0.28208807641272804,0.1400606437510196,3,2
0.8508502556577402,0.06893461553879077,0.08021512880346907,2,2
0.07,0.06,0.87,4,4
0.5586335667689867,0.2025055308745212,0.2388609023564921,4,2
