prob_2,prob_3,prob_4,true,pred
0.2893539793539794,0.23492307692307693,0.47572294372294377,2,4
0.7587682581976882,0.13175600507347204,0.10947573672883973,3,2
0.702923316958335,0.13215284102073746,0.16492384202092758,2,2
0.2698529411764706,0.08014705882352942,0.65,4,4
0.25627705627705627,0.18333333333333335,0.5603896103896104,2,4
0.7012402724239647,0.15072893524208233,0.14803079233395303,2,2
0.20836666666666667,0.049133333333333334,0.7425,4,4
0.589603139753068,0.2832864356139105,0.1271104246330215,4,2
0.910719868190156,0.08629984224685584,0.002980289562987985,2,2
0.9210282444908843,0.038445538464567906,0.04052621704454801,2,2
0.6341064055798811,0.2100569935729271,0.1558366008471919,3,2
0.4328207640059404,0.29492062158271515,0.2722586144113444,3,2
0.7097057346294026,0.11313246968410424,0.17716179568649335,2,2
0.4628528958992545,0.07735907045888746,0.45978803364185805,4,2
0.7842871674776778,0.09958518211734795,0.11612765040497428,2,2
0.1425,0.065,0.7925,4,4
0.4018575340167883,0.5742740143581592,0.023868451625052432,3,3
0.19920000000000002,0.17079999999999998,0.63,3,4
0.5016459564195412,0.08209036362782202,0.4162636799526367,2,2
0.7947596022154015,0.15869452530915254,0.046545872475446066,2,2
0.6749885370068864,0.16907360653266035,0.1559378564604533,2,2
0.5207431028391859,0.33477748053100853,0.1444794166298055,2,2
0.7142985684811372,0.24652384340326436,0.03917758811559849,2,2
0.610130356404938,0.2118237821570486,0.17804586143801338,2,2
0.1425,0.105,0.7525,4,4
0.6135912850479415,0.2825159786034399,0.10389273634861869,2,2
0.08,0.1,0.82,4,4
0.35301786740337154,0.012029254009296024,0.6349528785873324,4,4
0.5716178554009106,0.36401291558961646,0.06436922900947291,2,2
0.8978696963981239,0.06719523367713098,0.0349350699247451,2,2
0.28,0.21,0.51,4,4
0.4970856091825504,0.12773961848994728,0.3751747723275024,2,2
