prob_2,prob_3,prob_4,true,pred
0.912792270531401,0.06382608695652174,0.023381642512077295,2,2
0.5227364022804107,0.07380065439450381,0.4034629433250854,4,2
0.12,0.09333333333333334,0.7866666666666666,4,4
0.42974358974358967,0.5335897435897436,0.03666666666666667,3,3
0.9582367149758454,0.023381642512077295,0.018381642512077294,2,2
0.8230769230769232,0.11025641025641027,0.06666666666666667,2,2
0.5356439393939394,0.3775378787878788,0.08681818181818182,2,2
0.5127738927738927,0.18025641025641026,0.306969696969697,4,2
0.9361256038647343,0.03382608695652174,0.03004830917874396,2,2
0.7763136380527685,0.12363805276848756,0.10004830917874395,2,2
0.6746003513394818,0.17671497584541063,0.1486846728151076,4,2
0.8058817014257099,0.06232202191587132,0.13179627665841875,2,2
0.6542025269416574,0.18741583054626534,0.1583816425120773,2,2
0.2733333333333333,0.26,0.4666666666666667,4,4
0.5633333333333334,0.36666666666666664,0.07,2,2
0.5033333333333333,0.06333333333333334,0.43333333333333335,2,2
0.7762222222222223,0.05711111111111111,0.16666666666666666,2,2
0.48333333333333334,0.2866666666666667,0.23,2,2
0.636069735613744,0.09046732106117047,0.2734629433250854,2,2
0.742792270531401,0.15382608695652172,0.10338164251207729,3,2
0.2866666666666667,0.06333333333333334,0.65,4,4
0.37333333333333335,0.08666666666666667,0.54,4,4
0.7496469713861018,0.09030471943515421,0.16004830917874396,2,2
0.6864102564102564,0.18692307692307694,0.12666666666666668,2,2
0.2833333333333333,0.19333333333333333,0.5233333333333333,3,4
0.3233333333333333,0.07333333333333333,0.6033333333333334,4,4
0.515400036954915,0.44436714708056174,0.04023281596452328,2,2
0.49808943089430896,0.37682926829268293,0.12508130081300814,2,2
0.30333333333333334,0.6033333333333334,0.09333333333333334,3,3
0.5496969696969697,0.20666666666666667,0.24363636363636365,4,2
0.7730769230769231,0.09025641025641025,0.13666666666666666,2,2
0.49333333333333335,0.18,0.32666666666666666,3,2
