prob_2,prob_3,prob_4,true,pred
0.98,0.02,0.0,2,2
0.74,0.16,0.1,2,2
0.86,0.12,0.02,3,2
0.14,0.14,0.72,4,4
0.7,0.24,0.06,2,2
0.5,0.08,0.42,2,2
0.46,0.08,0.46,2,2
0.3,0.12,0.58,4,4
0.88,0.02,0.1,2,2
0.42,0.0,0.58,3,4
0.68,0.2,0.12,2,2
0.8,0.14,0.06,4,2
0.76,0.1,0.14,2,2
0.40399999999999997,0.536,0.06,2,3
0.78,0.16,0.06,2,2
0.68,0.1,0.22,2,2
0.34,0.04,0.62,4,4
0.6,0.04,0.36,3,2
0.66,0.12,0.22,2,2
0.72,0.06,0.22,2,2
0.44,0.02,0.54,4,4
0.68,0.12,0.2,4,2
0.26,0.66,0.08,2,3
0.08,0.06,0.86,4,4
0.4,0.56,0.04,3,3
0.94,0.04,0.02,2,2
0.86,0.04,0.1,2,2
0.66,0.22,0.12,2,2
0.4,0.06,0.54,4,4
0.54,0.32,0.14,3,2
0.78,0.2,0.02,4,2
0.86,0.04,0.1,2,2
