prob_2,prob_3,prob_4,true,pred
0.67,0.25,0.08,2,2
0.56,0.17,0.27,2,2
0.77,0.23,0.0,2,2
0.72,0.19,0.09,2,2
0.4,0.13,0.47,4,4
0.73,0.15,0.12,2,2
0.29,0.12,0.59,4,4
0.1,0.02,0.88,4,4
0.19,0.07,0.74,4,4
0.28,0.11,0.61,2,4
0.32,0.14,0.54,2,4
0.6,0.2,0.2,3,2
0.81,0.09,0.1,4,2
0.79,0.14,0.07,3,2
0.83,0.12,0.05,2,2
0.9,0.08,0.02,2,2
0.66,0.14,0.2,2,2
0.29,0.1,0.61,4,4
0.32,0.08,0.6,3,4
0.42,0.12,0.46,2,4
0.59,0.31,0.1,3,2
0.77,0.09,0.14,2,2
0.3,0.66,0.04,3,3
0.21,0.1,0.69,4,4
0.2,0.14,0.66,4,4
0.92,0.04,0.04,2,2
0.67,0.24,0.09,2,2
0.76,0.09,0.15,2,2
0.28,0.15,0.57,4,4
0.87,0.05,0.08,2,2
0.51,0.32,0.17,2,2
0.54,0.1,0.36,2,2
