prob_2,prob_3,prob_4,true,pred
0.76,0.16,0.08,2,2
0.58,0.32,0.1,3,2
0.56,0.36,0.08,2,2
0.8,0.14,0.06,2,2
0.42,0.44,0.14,2,3
0.64,0.32,0.04,3,2
0.28,0.36,0.36,2,3
0.36,0.0,0.64,4,4
0.3,0.02,0.68,4,4
0.66,0.18,0.16,4,2
0.76,0.06,0.18,2,2
0.08,0.08,0.84,4,4
0.16,0.08,0.76,4,4
0.44,0.26,0.3,4,2
0.78,0.06,0.16,2,2
0.6,0.22,0.18,2,2
0.44,0.36,0.2,2,2
0.84,0.12,0.04,2,2
0.42,0.28,0.3,2,2
0.66,0.24,0.1,3,2
0.24,0.06,0.7,2,4
0.7,0.16,0.14,2,2
0.42,0.4,0.18,2,2
0.3,0.16,0.54,4,4
0.58,0.14,0.28,4,2
0.6,0.16,0.24,2,2
0.2,0.78,0.02,3,3
0.5,0.4,0.1,3,2
0.78,0.14,0.08,2,2
0.42,0.1,0.48,2,4
0.12,0.12,0.76,4,4
0.54,0.1,0.36,2,2
