prob_2,prob_3,prob_4,true,pred
0.46,0.228,0.312,2,2
0.49,0.102,0.408,4,2
0.362,0.092,0.546,4,4
0.73,0.128,0.142,2,2
0.87,0.024,0.106,2,2
0.154,0.126,0.72,4,4
0.802,0.14,0.058,2,2
0.45,0.288,0.262,2,2
0.286,0.166,0.548,4,4
0.526,0.238,0.236,2,2
0.534,0.342,0.124,3,2
0.654,0.146,0.2,2,2
0.818,0.072,0.11,2,2
0.606,0.244,0.15,3,2
0.388,0.098,0.514,4,4
0.416,0.054,0.53,4,4
0.748,0.176,0.076,3,2
0.41,0.156,0.434,2,4
0.858,0.066,0.076,2,2
0.862,0.03,0.108,2,2
0.802,0.07,0.128,2,2
0.772,0.09,0.138,2,2
0.57,0.372,0.058,2,2
0.426,0.104,0.47,4,4
0.704,0.126,0.17,2,2
0.52,0.222,0.258,3,2
0.194,0.118,0.688,4,4
0.848,0.09,0.062,2,2
0.552,0.25,0.198,2,2
0.256,0.15,0.594,4,4
0.628,0.144,0.228,2,2
0.624,0.06,0.316,3,2
