prob_2,prob_3,prob_4,true,pred
0.605,0.29,0.105,3,2
0.5844444444444444,0.10055555555555555,0.315,4,2
0.4991111111111111,0.44572222222222224,0.05516666666666667,2,2
0.915,0.05,0.035,2,2
0.8889444444444444,0.050805555555555555,0.060250000000000005,3,2
0.505,0.35,0.145,2,2
0.825,0.075,0.1,2,2
0.4546153846153846,0.45,0.09538461538461539,3,2
0.75,0.09,0.16,2,2
0.8034166666666667,0.13141666666666665,0.06516666666666666,2,2
0.765,0.185,0.05,2,2
0.595,0.26,0.145,2,2
0.26,0.105,0.635,4,4
0.435,0.145,0.42,4,2
0.48,0.4,0.12,2,2
0.82825,0.14150000000000001,0.03025,2,2
0.275,0.145,0.58,4,4
0.7496666666666667,0.04016666666666666,0.21016666666666667,2,2
0.28,0.155,0.565,3,4
0.7741111111111111,0.05572222222222222,0.17016666666666666,2,2
0.445,0.12,0.435,4,2
0.465,0.305,0.23,2,2
0.63,0.31,0.06,2,2
0.17,0.09,0.74,4,4
0.215,0.08,0.705,4,4
0.6046666666666667,0.22516666666666665,0.17016666666666666,2,2
0.4894444444444444,0.050555555555555555,0.46,4,2
0.6045,0.05025,0.34525,4,2
0.7191666666666667,0.07541666666666666,0.2054166666666667,2,2
0.25,0.7,0.05,3,3
0.7695000000000001,0.045250000000000005,0.18525,2,2
0.595,0.145,0.26,2,2
