prob_2,prob_3,prob_4,true,pred
0.85,0.06,0.09,2,2
0.345,0.615,0.04,3,3
0.465,0.1,0.435,2,2
0.59,0.1,0.31,2,2
0.395,0.055,0.55,3,4
0.645,0.055,0.3,2,2
0.805,0.145,0.05,2,2
0.32,0.14,0.54,4,4
0.73,0.095,0.175,2,2
0.865,0.08,0.055,2,2
0.315,0.55,0.135,3,3
0.33,0.095,0.575,2,4
0.55,0.21,0.24,2,2
0.31,0.11,0.58,4,4
0.205,0.06,0.735,4,4
0.185,0.09,0.725,4,4
0.595,0.17,0.235,2,2
0.535,0.07,0.395,2,2
0.25,0.13,0.62,4,4
0.265,0.155,0.58,4,4
0.93,0.03,0.04,2,2
0.6,0.135,0.265,3,2
0.545,0.02,0.435,4,2
0.87,0.09,0.04,3,2
0.875,0.04,0.085,2,2
0.33,0.075,0.595,4,4
0.47,0.075,0.455,4,2
0.71,0.145,0.145,2,2
0.58,0.185,0.235,2,2
0.72,0.21,0.07,2,2
0.855,0.07,0.075,2,2
0.415,0.155,0.43,2,4
