prob_2,prob_3,prob_4,true,pred
0.94,0.04,0.02,4,2
0.46,0.06,0.48,2,4
0.9,0.04,0.06,2,2
0.68,0.28,0.04,2,2
0.78,0.14,0.08,2,2
0.68,0.22,0.1,2,2
0.74,0.02,0.24,2,2
0.46,0.06,0.48,4,4
0.48,0.48,0.04,3,2
0.22,0.06,0.72,2,4
0.16,0.04,0.8,4,4
0.7,0.0,0.3,2,2
0.72,0.22,0.06,2,2
0.3,0.14,0.56,2,4
0.6,0.2,0.2,3,2
0.34,0.08,0.58,4,4
0.64,0.32,0.04,3,2
0.14,0.0,0.86,4,4
0.72,0.06,0.22,2,2
0.78,0.12,0.1,2,2
0.72,0.22,0.06,2,2
0.4,0.14,0.46,2,4
0.34,0.1,0.56,2,4
0.42,0.52,0.06,4,3
0.54,0.22,0.24,2,2
0.7,0.3,0.0,4,2
0.84,0.04,0.12,3,2
0.18,0.06,0.76,4,4
0.34,0.58,0.08,2,3
0.58,0.12,0.3,4,2
0.46,0.08,0.46,3,2
0.72,0.28,0.0,2,2
