prob_2,prob_3,prob_4,true,pred
0.57,0.27,0.16,2,2
0.41,0.25,0.34,4,2
0.32,0.43,0.25,3,3
0.28,0.04,0.68,4,4
0.89,0.04,0.07,2,2
0.77,0.07,0.16,2,2
0.47,0.41,0.12,2,2
0.45,0.46,0.09,2,3
0.29,0.53,0.18,2,3
0.82,0.04,0.14,2,2
0.19,0.09,0.72,4,4
0.57,0.38,0.05,3,2
0.68,0.24,0.08,2,2
0.29,0.07,0.64,2,4
0.23,0.2,0.57,4,4
0.88,0.06,0.06,2,2
0.79,0.15,0.06,2,2
0.83,0.1,0.07,2,2
0.44,0.16,0.4,4,2
0.13,0.15,0.72,2,4
0.51,0.24,0.25,3,2
0.53,0.35,0.12,2,2
0.37,0.62,0.01,3,3
0.51,0.15,0.34,2,2
0.76,0.12,0.12,2,2
0.75,0.2,0.05,2,2
0.84,0.04,0.12,4,2
0.79,0.16,0.05,3,2
0.16,0.07,0.77,4,4
0.06,0.2,0.74,4,4
0.53,0.06,0.41,4,2
0.8,0.08,0.12,2,2
