prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.02,0.582,0.046,0.036,0.214,0.102,1,1
0.01,0.216,0.02,0.004,0.056,0.694,5,5
0.016,0.16,0.102,0.024,0.03,0.668,5,5
0.038,0.14,0.578,0.042,0.1,0.102,2,2
0.016,0.368,0.038,0.022,0.088,0.468,1,5
0.036,0.144,0.044,0.116,0.088,0.572,3,5
0.668,0.034,0.062,0.094,0.03,0.112,0,0
0.01,0.34,0.018,0.0,0.044,0.588,1,5
0.026,0.25,0.06,0.024,0.12,0.52,5,5
0.012,0.068,0.002,0.006,0.012,0.9,5,5
0.014,0.134,0.044,0.006,0.158,0.644,5,5
0.106,0.064,0.036,0.678,0.028,0.088,3,3
0.722,0.006,0.01,0.234,0.002,0.026,0,0
0.436,0.084,0.034,0.166,0.118,0.162,1,0
0.01,0.146,0.058,0.014,0.582,0.19,4,4
0.006,0.056,0.2,0.024,0.306,0.408,4,5
0.618,0.046,0.064,0.124,0.054,0.094,0,0
0.126,0.158,0.396,0.092,0.098,0.13,2,2
0.008,0.392,0.018,0.006,0.05,0.526,1,5
0.116,0.1,0.058,0.252,0.194,0.28,3,5
0.096,0.22,0.076,0.108,0.342,0.158,5,4
0.024,0.162,0.088,0.056,0.34,0.33,4,4
0.004,0.058,0.306,0.02,0.196,0.416,4,5
0.02,0.19,0.12,0.062,0.334,0.274,5,4
0.014,0.058,0.028,0.02,0.02,0.86,5,5
0.048,0.218,0.052,0.07,0.156,0.456,5,5
0.02,0.13,0.134,0.062,0.232,0.422,2,5
0.076,0.056,0.058,0.29,0.318,0.202,5,4
0.034,0.238,0.068,0.036,0.02,0.604,5,5
0.628,0.08,0.03,0.082,0.05,0.13,0,0
