prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.004,0.102,0.17,0.024,0.494,0.206,4,4
0.02,0.222,0.12,0.068,0.206,0.364,5,5
0.07,0.052,0.68,0.048,0.08,0.07,2,2
0.014,0.282,0.086,0.05,0.386,0.182,4,4
0.07,0.218,0.382,0.1,0.082,0.148,5,2
0.608,0.022,0.014,0.32,0.01,0.026,3,0
0.004,0.412,0.306,0.002,0.046,0.23,1,1
0.26,0.146,0.02,0.194,0.12,0.26,0,0
0.018,0.496,0.044,0.04,0.138,0.264,1,1
0.074,0.082,0.034,0.652,0.054,0.104,3,3
0.01,0.25,0.038,0.018,0.094,0.59,5,5
0.018,0.42,0.016,0.01,0.014,0.522,5,5
0.688,0.066,0.032,0.084,0.04,0.09,0,0
0.022,0.078,0.02,0.038,0.086,0.756,5,5
0.006,0.384,0.102,0.016,0.032,0.46,5,5
0.09,0.132,0.152,0.336,0.136,0.154,0,3
0.01,0.422,0.074,0.03,0.034,0.43,5,5
0.018,0.544,0.072,0.038,0.208,0.12,1,1
0.018,0.568,0.018,0.008,0.006,0.382,1,1
0.082,0.116,0.108,0.36,0.144,0.19,3,3
0.01,0.074,0.008,0.024,0.004,0.88,5,5
0.014,0.214,0.104,0.054,0.276,0.338,4,5
0.554,0.07,0.066,0.126,0.052,0.132,0,0
0.006,0.272,0.136,0.014,0.008,0.564,5,5
0.074,0.12,0.14,0.198,0.218,0.25,5,5
0.004,0.09,0.282,0.026,0.254,0.344,2,5
0.042,0.052,0.65,0.046,0.128,0.082,2,2
0.014,0.2,0.074,0.02,0.072,0.62,4,5
0.048,0.194,0.04,0.146,0.306,0.266,1,4
0.088,0.178,0.048,0.07,0.094,0.522,5,5
