prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.062,0.058,0.028,0.708,0.084,0.06,3,3
0.014,0.082,0.058,0.042,0.462,0.342,4,4
0.02,0.238,0.02,0.016,0.022,0.684,5,5
0.026,0.114,0.626,0.02,0.084,0.13,2,2
0.088,0.08,0.588,0.068,0.1,0.076,2,2
0.024,0.076,0.096,0.068,0.538,0.198,4,4
0.638,0.074,0.03,0.094,0.044,0.12,0,0
0.034,0.134,0.102,0.078,0.282,0.37,4,5
0.006,0.144,0.018,0.006,0.11,0.716,5,5
0.048,0.128,0.068,0.124,0.306,0.326,5,5
0.066,0.072,0.056,0.08,0.088,0.638,5,5
0.008,0.392,0.084,0.002,0.09,0.424,5,5
0.506,0.032,0.04,0.312,0.028,0.082,0,0
0.008,0.662,0.052,0.028,0.14,0.11,1,1
0.014,0.368,0.014,0.01,0.018,0.576,1,5
0.084,0.266,0.2,0.102,0.118,0.23,3,1
0.014,0.226,0.02,0.034,0.014,0.692,5,5
0.638,0.076,0.072,0.062,0.056,0.096,0,0
0.036,0.104,0.116,0.114,0.4,0.23,5,4
0.018,0.068,0.046,0.042,0.04,0.786,1,5
0.094,0.106,0.046,0.114,0.1,0.54,5,5
0.43,0.092,0.03,0.184,0.084,0.18,0,0
0.03,0.284,0.04,0.018,0.032,0.596,2,5
0.096,0.034,0.042,0.15,0.042,0.636,5,5
0.026,0.05,0.084,0.058,0.09,0.692,5,5
0.04,0.266,0.104,0.05,0.128,0.412,1,5
0.05,0.16,0.056,0.15,0.136,0.448,3,5
0.018,0.106,0.086,0.052,0.522,0.216,4,4
0.054,0.174,0.218,0.114,0.194,0.246,5,5
0.016,0.094,0.052,0.028,0.652,0.158,1,4
