prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.0,0.02,0.02,0.02,0.05,0.89,5,5
0.01,0.41,0.23,0.0,0.07,0.28,1,1
0.02,0.11,0.03,0.02,0.1,0.72,5,5
0.07,0.11,0.04,0.62,0.06,0.1,3,3
0.01,0.13,0.06,0.01,0.52,0.27,4,4
0.14,0.1,0.01,0.58,0.04,0.13,3,3
0.13,0.14,0.03,0.23,0.19,0.28,3,5
0.01,0.03,0.36,0.03,0.18,0.39,4,5
0.02,0.2,0.05,0.02,0.06,0.65,5,5
0.58,0.12,0.05,0.1,0.05,0.1,0,0
0.4,0.02,0.02,0.22,0.13,0.21,1,0
0.55,0.04,0.06,0.15,0.09,0.11,0,0
0.1,0.06,0.49,0.12,0.13,0.1,2,2
0.2,0.21,0.22,0.07,0.13,0.17,5,2
0.01,0.63,0.09,0.01,0.0,0.26,1,1
0.51,0.07,0.1,0.14,0.03,0.15,0,0
0.03,0.13,0.04,0.07,0.04,0.69,5,5
0.03,0.33,0.03,0.01,0.02,0.58,2,5
0.04,0.09,0.03,0.06,0.08,0.7,5,5
0.0,0.28,0.03,0.02,0.11,0.56,5,5
0.07,0.02,0.72,0.06,0.08,0.05,2,2
0.0,0.45,0.09,0.04,0.14,0.28,1,1
0.01,0.45,0.06,0.03,0.15,0.3,1,1
0.03,0.4,0.22,0.0,0.06,0.29,5,1
0.01,0.44,0.08,0.0,0.08,0.39,5,1
0.0,0.08,0.22,0.0,0.47,0.23,4,4
0.06,0.15,0.3,0.15,0.11,0.23,5,2
0.08,0.29,0.03,0.1,0.15,0.35,5,5
0.46,0.04,0.05,0.33,0.02,0.1,0,0
0.01,0.01,0.08,0.05,0.68,0.17,4,4
