prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.018,0.204,0.1,0.028,0.028,0.622,5,5
0.128,0.188,0.174,0.084,0.162,0.264,2,5
0.038,0.224,0.144,0.082,0.154,0.358,1,5
0.014,0.304,0.072,0.022,0.01,0.578,5,5
0.016,0.078,0.154,0.024,0.504,0.224,4,4
0.008,0.064,0.08,0.034,0.61,0.204,4,4
0.09,0.07,0.064,0.334,0.192,0.25,3,3
0.01,0.582,0.036,0.03,0.124,0.218,1,1
0.058,0.164,0.216,0.116,0.174,0.272,5,5
0.084,0.25,0.204,0.088,0.136,0.238,3,1
0.04,0.128,0.112,0.07,0.4,0.25,5,4
0.068,0.048,0.624,0.086,0.118,0.056,2,2
0.036,0.206,0.128,0.038,0.268,0.324,5,5
0.058,0.114,0.048,0.118,0.088,0.574,3,5
0.156,0.212,0.138,0.094,0.148,0.252,2,5
0.006,0.302,0.008,0.002,0.068,0.614,5,5
0.018,0.166,0.068,0.038,0.394,0.316,4,4
0.006,0.078,0.172,0.016,0.466,0.262,4,4
0.014,0.348,0.038,0.018,0.03,0.552,1,5
0.01,0.172,0.12,0.014,0.042,0.642,5,5
0.23,0.104,0.216,0.148,0.114,0.188,1,0
0.134,0.132,0.202,0.184,0.098,0.25,5,5
0.034,0.166,0.074,0.066,0.03,0.63,1,5
0.616,0.056,0.09,0.074,0.046,0.118,0,0
0.068,0.058,0.048,0.284,0.332,0.21,5,4
0.002,0.04,0.012,0.006,0.01,0.93,5,5
0.582,0.052,0.056,0.22,0.036,0.054,0,0
0.674,0.054,0.036,0.08,0.04,0.116,0,0
0.492,0.036,0.136,0.144,0.036,0.156,0,0
0.024,0.152,0.028,0.03,0.066,0.7,5,5
