prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.78,0.032,0.04,0.08,0.034,0.034,5,0
0.62,0.056,0.078,0.18,0.032,0.034,0,0
0.014,0.19,0.044,0.02,0.086,0.646,4,5
0.008,0.35,0.072,0.008,0.042,0.52,5,5
0.03,0.166,0.096,0.08,0.416,0.212,5,4
0.098,0.042,0.044,0.188,0.204,0.424,3,5
0.694,0.032,0.05,0.102,0.042,0.08,0,0
0.112,0.108,0.044,0.424,0.082,0.23,3,3
0.46,0.08,0.022,0.15,0.068,0.22,0,0
0.08,0.152,0.05,0.124,0.328,0.266,1,4
0.094,0.164,0.046,0.13,0.15,0.416,5,5
0.688,0.01,0.028,0.264,0.006,0.004,0,0
0.034,0.064,0.042,0.094,0.384,0.382,4,4
0.004,0.096,0.144,0.022,0.308,0.426,2,5
0.014,0.218,0.032,0.03,0.036,0.67,5,5
0.016,0.342,0.03,0.002,0.006,0.604,1,5
0.038,0.258,0.108,0.07,0.17,0.356,1,5
0.022,0.158,0.024,0.084,0.24,0.472,5,5
0.018,0.352,0.09,0.014,0.08,0.446,5,5
0.092,0.12,0.112,0.126,0.296,0.254,4,4
0.126,0.154,0.182,0.162,0.128,0.248,5,5
0.012,0.066,0.204,0.034,0.33,0.354,2,5
0.084,0.108,0.024,0.162,0.316,0.306,1,4
0.04,0.186,0.084,0.068,0.404,0.218,4,4
0.032,0.094,0.09,0.044,0.292,0.448,2,5
0.11,0.07,0.024,0.244,0.196,0.356,3,5
0.118,0.128,0.07,0.094,0.094,0.496,5,5
0.096,0.184,0.18,0.082,0.158,0.3,5,5
0.114,0.154,0.132,0.078,0.136,0.386,1,5
0.024,0.068,0.002,0.026,0.046,0.834,5,5
