prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.006,0.054,0.154,0.004,0.088,0.694,1,5
0.056,0.114,0.032,0.062,0.092,0.644,5,5
0.0,0.076,0.276,0.002,0.09,0.556,1,5
0.006,0.368,0.022,0.006,0.058,0.54,1,5
0.008,0.086,0.252,0.026,0.386,0.242,2,4
0.078,0.064,0.034,0.644,0.092,0.088,3,3
0.02,0.116,0.064,0.01,0.186,0.604,5,5
0.028,0.118,0.102,0.11,0.372,0.27,5,4
0.386,0.032,0.054,0.388,0.034,0.106,0,3
0.084,0.138,0.07,0.16,0.246,0.302,5,5
0.03,0.112,0.006,0.012,0.034,0.806,5,5
0.03,0.36,0.058,0.018,0.022,0.512,5,5
0.032,0.152,0.06,0.028,0.404,0.324,4,4
0.026,0.184,0.13,0.036,0.202,0.422,2,5
0.06,0.142,0.014,0.036,0.04,0.708,5,5
0.062,0.142,0.046,0.06,0.074,0.616,5,5
0.002,0.072,0.386,0.008,0.106,0.426,1,5
0.02,0.216,0.096,0.01,0.18,0.478,5,5
0.094,0.18,0.05,0.19,0.24,0.246,3,5
0.054,0.196,0.202,0.126,0.218,0.204,5,4
0.016,0.118,0.052,0.022,0.562,0.23,1,4
0.614,0.022,0.028,0.226,0.016,0.094,0,0
0.034,0.114,0.196,0.032,0.438,0.186,4,4
0.024,0.204,0.09,0.056,0.402,0.224,4,4
0.534,0.016,0.024,0.348,0.006,0.072,0,0
0.102,0.118,0.066,0.224,0.228,0.262,3,5
0.02,0.094,0.12,0.054,0.528,0.184,4,4
0.03,0.108,0.608,0.036,0.062,0.156,2,2
0.118,0.146,0.022,0.108,0.034,0.572,5,5
0.542,0.01,0.012,0.358,0.006,0.072,0,0
