prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.0033333333333333335,0.06333333333333334,0.31666666666666665,0.023333333333333334,0.27,0.3233333333333333,2,5
0.07666666666666666,0.21666666666666667,0.16,0.08666666666666667,0.11666666666666667,0.3433333333333333,5,5
0.016666666666666666,0.2966666666666667,0.05,0.03333333333333333,0.05333333333333334,0.55,5,5
0.6,0.07666666666666666,0.07,0.13333333333333333,0.03333333333333333,0.08666666666666667,0,0
0.016666666666666666,0.4633333333333333,0.04666666666666667,0.016666666666666666,0.08,0.37666666666666665,1,1
0.006666666666666667,0.023333333333333334,0.02666666666666667,0.023333333333333334,0.02666666666666667,0.8933333333333333,5,5
0.056666666666666664,0.06333333333333334,0.6733333333333333,0.04,0.09,0.07666666666666666,2,2
0.73,0.01,0.01,0.18666666666666668,0.013333333333333334,0.05,3,0
0.006666666666666667,0.35333333333333333,0.02,0.006666666666666667,0.04,0.5733333333333334,1,5
0.006666666666666667,0.4033333333333333,0.05333333333333334,0.013333333333333334,0.02,0.5033333333333333,5,5
0.03,0.23666666666666666,0.02666666666666667,0.006666666666666667,0.09666666666666666,0.6033333333333334,5,5
0.006666666666666667,0.12333333333333334,0.06,0.016666666666666666,0.64,0.15333333333333332,4,4
0.13,0.09,0.18,0.3,0.11666666666666667,0.18333333333333332,0,3
0.03666666666666667,0.13,0.6233333333333333,0.02666666666666667,0.08666666666666667,0.09666666666666666,2,2
0.01,0.29,0.14333333333333334,0.03333333333333333,0.11333333333333333,0.41,5,5
0.013333333333333334,0.37,0.07333333333333333,0.056666666666666664,0.24,0.24666666666666667,4,1
0.01,0.4766666666666667,0.16666666666666666,0.0,0.02666666666666667,0.32,5,1
0.043333333333333335,0.08,0.02666666666666667,0.07333333333333333,0.08333333333333333,0.6933333333333334,5,5
0.016666666666666666,0.24666666666666667,0.08666666666666667,0.04,0.37333333333333335,0.23666666666666666,4,4
0.08666666666666667,0.16,0.03,0.1,0.03333333333333333,0.59,5,5
0.72,0.006666666666666667,0.016666666666666666,0.16666666666666666,0.01,0.08,0,0
0.69,0.0033333333333333335,0.05,0.20666666666666667,0.013333333333333334,0.03666666666666667,3,0
0.7333333333333333,0.006666666666666667,0.02,0.16666666666666666,0.006666666666666667,0.06666666666666667,0,0
0.01,0.33666666666666667,0.03,0.013333333333333334,0.05,0.56,5,5
0.02666666666666667,0.08333333333333333,0.02666666666666667,0.0,0.006666666666666667,0.8566666666666667,1,5
0.016666666666666666,0.6066666666666667,0.03666666666666667,0.013333333333333334,0.12,0.20666666666666667,1,1
0.07,0.13,0.26666666666666666,0.15,0.17333333333333334,0.21,5,2
0.02,0.06,0.03666666666666667,0.023333333333333334,0.0033333333333333335,0.8566666666666667,1,5
0.023333333333333334,0.05,0.06,0.03333333333333333,0.6466666666666666,0.18666666666666668,4,4
0.14,0.11666666666666667,0.10333333333333333,0.36,0.12,0.16,3,3
