prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.062,0.186,0.062,0.124,0.31,0.256,1,4
0.016,0.16,0.088,0.054,0.458,0.224,4,4
0.662,0.054,0.046,0.09,0.034,0.114,0,0
0.014,0.24,0.078,0.042,0.172,0.454,1,5
0.024,0.108,0.342,0.082,0.214,0.23,4,2
0.008,0.418,0.022,0.004,0.028,0.52,1,5
0.004,0.224,0.056,0.048,0.2,0.468,5,5
0.054,0.11,0.546,0.032,0.082,0.176,2,2
0.01,0.514,0.15,0.004,0.046,0.276,5,1
0.614,0.068,0.038,0.102,0.056,0.122,0,0
0.026,0.142,0.064,0.036,0.484,0.248,4,4
0.014,0.202,0.112,0.012,0.03,0.63,5,5
0.018,0.152,0.132,0.102,0.394,0.202,5,4
0.026,0.422,0.04,0.018,0.08,0.414,1,1
0.066,0.056,0.662,0.028,0.078,0.11,2,2
0.058,0.13,0.06,0.326,0.17,0.256,3,3
0.112,0.238,0.204,0.116,0.134,0.196,2,1
0.028,0.14,0.06,0.128,0.096,0.548,3,5
0.354,0.13,0.018,0.212,0.09,0.196,0,0
0.238,0.11,0.034,0.22,0.096,0.302,0,5
0.02,0.14,0.086,0.014,0.162,0.578,5,5
0.016,0.072,0.01,0.016,0.006,0.88,5,5
0.03,0.198,0.036,0.032,0.026,0.678,5,5
0.012,0.46,0.072,0.022,0.016,0.418,5,1
0.066,0.068,0.034,0.698,0.056,0.078,3,3
0.01,0.104,0.062,0.024,0.632,0.168,1,4
0.004,0.284,0.022,0.012,0.05,0.628,5,5
0.014,0.026,0.058,0.024,0.716,0.162,4,4
0.042,0.176,0.086,0.082,0.384,0.23,5,4
0.032,0.158,0.054,0.056,0.106,0.594,5,5
