prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.035,0.21,0.07,0.055,0.35,0.28,4,4
0.0,0.195,0.16,0.0,0.12,0.525,1,5
0.01,0.32,0.12,0.06,0.025,0.465,1,5
0.04,0.13,0.03,0.085,0.05,0.665,5,5
0.01,0.3,0.07,0.035,0.025,0.56,5,5
0.06,0.095,0.6,0.035,0.09,0.12,2,2
0.545,0.06,0.025,0.23,0.03,0.11,0,0
0.015,0.09,0.36,0.025,0.25,0.26,2,2
0.01,0.09,0.035,0.035,0.035,0.795,5,5
0.075,0.185,0.055,0.26,0.145,0.28,3,5
0.005,0.12,0.055,0.045,0.11,0.665,5,5
0.74,0.01,0.005,0.19,0.0,0.055,0,0
0.495,0.025,0.035,0.355,0.01,0.08,3,0
0.07,0.175,0.06,0.14,0.335,0.22,1,4
0.05,0.095,0.665,0.05,0.06,0.08,2,2
0.02,0.425,0.025,0.045,0.1,0.385,1,1
0.015,0.11,0.225,0.015,0.415,0.22,4,4
0.08,0.225,0.09,0.04,0.105,0.46,5,5
0.61,0.04,0.12,0.11,0.065,0.055,0,0
0.005,0.29,0.005,0.015,0.135,0.55,5,5
0.08,0.315,0.165,0.015,0.15,0.275,5,1
0.065,0.155,0.045,0.11,0.03,0.595,5,5
0.005,0.055,0.01,0.01,0.01,0.91,5,5
0.045,0.3,0.025,0.115,0.095,0.42,4,5
0.095,0.185,0.015,0.23,0.155,0.32,3,5
0.03,0.095,0.34,0.035,0.175,0.325,5,2
0.355,0.16,0.025,0.11,0.07,0.28,0,0
0.02,0.61,0.005,0.005,0.025,0.335,1,1
0.02,0.1,0.26,0.015,0.32,0.285,4,4
0.015,0.3,0.03,0.02,0.08,0.555,5,5
