prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.07,0.098,0.034,0.654,0.06,0.084,3,3
0.008,0.59,0.062,0.016,0.086,0.238,1,1
0.082,0.094,0.64,0.032,0.086,0.066,2,2
0.024,0.386,0.078,0.028,0.036,0.448,5,5
0.284,0.18,0.156,0.11,0.048,0.222,2,0
0.028,0.234,0.04,0.052,0.03,0.616,5,5
0.59,0.056,0.044,0.12,0.046,0.144,0,0
0.008,0.374,0.104,0.012,0.056,0.446,5,5
0.006,0.16,0.074,0.012,0.062,0.686,4,5
0.116,0.15,0.062,0.228,0.096,0.348,4,5
0.024,0.278,0.04,0.044,0.03,0.584,5,5
0.652,0.008,0.012,0.254,0.006,0.068,0,0
0.036,0.198,0.124,0.034,0.16,0.448,5,5
0.016,0.392,0.058,0.016,0.028,0.49,5,5
0.02,0.452,0.036,0.018,0.062,0.412,1,1
0.304,0.106,0.032,0.19,0.07,0.298,0,0
0.014,0.446,0.06,0.028,0.014,0.438,5,1
0.008,0.036,0.006,0.02,0.026,0.904,5,5
0.004,0.286,0.042,0.018,0.07,0.58,5,5
0.63,0.012,0.01,0.304,0.008,0.036,3,0
0.022,0.478,0.014,0.004,0.014,0.468,1,1
0.016,0.126,0.07,0.034,0.604,0.15,4,4
0.01,0.36,0.166,0.008,0.026,0.43,1,5
0.548,0.082,0.1,0.114,0.036,0.12,0,0
0.238,0.068,0.016,0.438,0.108,0.132,3,3
0.062,0.102,0.542,0.102,0.108,0.084,2,2
0.078,0.086,0.046,0.2,0.262,0.328,1,5
0.018,0.242,0.11,0.07,0.194,0.366,4,5
0.014,0.176,0.052,0.072,0.18,0.506,5,5
0.046,0.116,0.022,0.034,0.032,0.75,5,5
