prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.474,0.058,0.138,0.126,0.032,0.172,0,0
0.012,0.304,0.036,0.012,0.008,0.628,1,5
0.054,0.224,0.228,0.118,0.124,0.252,3,5
0.008,0.062,0.09,0.03,0.596,0.214,4,4
0.088,0.074,0.056,0.21,0.218,0.354,3,5
0.004,0.074,0.098,0.03,0.582,0.212,4,4
0.054,0.178,0.11,0.09,0.304,0.264,5,4
0.008,0.328,0.02,0.014,0.038,0.592,5,5
0.042,0.268,0.122,0.076,0.29,0.202,5,4
0.104,0.09,0.052,0.156,0.064,0.534,5,5
0.028,0.326,0.068,0.058,0.148,0.372,1,5
0.082,0.204,0.084,0.106,0.384,0.14,5,4
0.69,0.052,0.038,0.074,0.034,0.112,0,0
0.074,0.126,0.088,0.138,0.28,0.294,5,5
0.018,0.248,0.09,0.0,0.138,0.506,5,5
0.014,0.22,0.126,0.03,0.018,0.592,1,5
0.09,0.068,0.65,0.04,0.092,0.06,2,2
0.034,0.224,0.124,0.044,0.284,0.29,5,5
0.042,0.12,0.016,0.032,0.04,0.75,5,5
0.11,0.086,0.51,0.078,0.142,0.074,2,2
0.06,0.166,0.074,0.23,0.124,0.346,3,5
0.086,0.118,0.028,0.106,0.026,0.636,5,5
0.062,0.044,0.66,0.042,0.108,0.084,2,2
0.004,0.316,0.03,0.002,0.058,0.59,1,5
0.006,0.22,0.05,0.024,0.008,0.692,5,5
0.55,0.086,0.1,0.11,0.04,0.114,0,0
0.01,0.57,0.014,0.006,0.03,0.37,1,1
0.018,0.358,0.1,0.04,0.238,0.246,4,1
0.422,0.14,0.022,0.168,0.066,0.182,0,0
0.012,0.224,0.072,0.05,0.516,0.126,4,4
