prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.02,0.142,0.09,0.022,0.09,0.636,5,5
0.008,0.5,0.074,0.022,0.15,0.246,1,1
0.014,0.254,0.03,0.016,0.014,0.672,1,5
0.536,0.096,0.106,0.09,0.042,0.13,0,0
0.034,0.204,0.11,0.06,0.136,0.456,4,5
0.028,0.136,0.07,0.042,0.116,0.608,5,5
0.076,0.078,0.06,0.174,0.176,0.436,3,5
0.14,0.144,0.088,0.224,0.12,0.284,4,5
0.018,0.514,0.068,0.024,0.122,0.254,1,1
0.12,0.216,0.058,0.072,0.072,0.462,5,5
0.068,0.29,0.066,0.1,0.304,0.172,5,4
0.02,0.08,0.114,0.066,0.278,0.442,2,5
0.058,0.298,0.1,0.092,0.26,0.192,5,1
0.012,0.242,0.156,0.05,0.144,0.396,1,5
0.096,0.164,0.05,0.166,0.242,0.282,3,5
0.678,0.004,0.002,0.258,0.002,0.056,0,0
0.008,0.184,0.04,0.022,0.012,0.734,5,5
0.002,0.092,0.108,0.032,0.024,0.742,5,5
0.05,0.158,0.064,0.2,0.122,0.406,3,5
0.016,0.306,0.094,0.052,0.406,0.126,4,4
0.01,0.172,0.118,0.008,0.146,0.546,5,5
0.254,0.16,0.116,0.08,0.166,0.224,0,0
0.124,0.152,0.32,0.116,0.128,0.16,2,2
0.018,0.238,0.15,0.064,0.256,0.274,5,5
0.088,0.096,0.018,0.092,0.024,0.682,5,5
0.084,0.038,0.69,0.046,0.064,0.078,2,2
0.014,0.052,0.05,0.038,0.622,0.224,4,4
0.39,0.14,0.012,0.154,0.074,0.23,0,0
0.022,0.116,0.018,0.028,0.038,0.778,5,5
0.022,0.064,0.076,0.018,0.046,0.774,1,5
