prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.08,0.14,0.05,0.15,0.28,0.3,3,5
0.32,0.14,0.01,0.23,0.07,0.23,0,0
0.02,0.09,0.01,0.02,0.07,0.79,5,5
0.0,0.36,0.05,0.0,0.0,0.59,1,5
0.02,0.24,0.16,0.06,0.26,0.26,1,4
0.05,0.17,0.1,0.24,0.12,0.32,3,5
0.01,0.35,0.07,0.01,0.34,0.22,4,1
0.02,0.11,0.64,0.02,0.08,0.13,2,2
0.0,0.19,0.05,0.03,0.02,0.71,5,5
0.03,0.05,0.26,0.04,0.53,0.09,4,4
0.01,0.07,0.02,0.03,0.04,0.83,5,5
0.03,0.18,0.07,0.11,0.34,0.27,5,4
0.06,0.07,0.06,0.7,0.02,0.09,3,3
0.2,0.24,0.22,0.08,0.06,0.2,5,1
0.02,0.15,0.12,0.04,0.26,0.41,4,5
0.0,0.24,0.05,0.05,0.09,0.57,5,5
0.13,0.21,0.31,0.07,0.13,0.15,2,2
0.23,0.15,0.02,0.2,0.19,0.21,0,0
0.01,0.07,0.13,0.05,0.64,0.1,5,4
0.01,0.22,0.09,0.02,0.13,0.53,5,5
0.03,0.39,0.07,0.01,0.1,0.4,1,5
0.01,0.13,0.01,0.01,0.05,0.79,1,5
0.01,0.27,0.06,0.04,0.13,0.49,4,5
0.34,0.13,0.08,0.03,0.15,0.27,0,0
0.0,0.19,0.18,0.0,0.06,0.57,1,5
0.24,0.18,0.13,0.08,0.21,0.16,0,0
0.42,0.08,0.18,0.14,0.03,0.15,2,0
0.0,0.05,0.25,0.03,0.33,0.34,5,5
0.02,0.04,0.01,0.01,0.0,0.92,5,5
0.0,0.13,0.11,0.01,0.1,0.65,5,5
