prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.016,0.046,0.04,0.056,0.088,0.754,5,5
0.01,0.074,0.218,0.026,0.322,0.35,4,5
0.006,0.376,0.304,0.006,0.04,0.268,1,1
0.26,0.06,0.042,0.39,0.1,0.148,3,3
0.014,0.122,0.048,0.052,0.154,0.61,5,5
0.04,0.278,0.046,0.038,0.154,0.444,5,5
0.006,0.422,0.008,0.016,0.062,0.486,5,5
0.358,0.092,0.026,0.182,0.106,0.236,0,0
0.016,0.156,0.056,0.032,0.61,0.13,4,4
0.038,0.086,0.328,0.094,0.192,0.262,4,2
0.724,0.022,0.018,0.1,0.026,0.11,0,0
0.032,0.126,0.582,0.03,0.078,0.152,2,2
0.678,0.034,0.062,0.098,0.04,0.088,0,0
0.158,0.16,0.364,0.086,0.062,0.17,2,2
0.578,0.0,0.02,0.338,0.012,0.052,3,0
0.022,0.068,0.026,0.036,0.05,0.798,1,5
0.086,0.038,0.026,0.124,0.042,0.684,5,5
0.118,0.158,0.054,0.106,0.36,0.204,1,4
0.016,0.172,0.05,0.086,0.26,0.416,5,5
0.018,0.242,0.06,0.024,0.108,0.548,5,5
0.014,0.244,0.064,0.054,0.42,0.204,4,4
0.012,0.124,0.378,0.034,0.314,0.138,2,2
0.086,0.164,0.05,0.276,0.168,0.256,3,3
0.116,0.06,0.048,0.204,0.09,0.482,5,5
0.022,0.548,0.054,0.04,0.218,0.118,1,1
0.042,0.194,0.062,0.14,0.28,0.282,5,5
0.032,0.038,0.032,0.03,0.044,0.824,5,5
0.05,0.154,0.102,0.102,0.304,0.288,5,4
0.772,0.008,0.012,0.152,0.004,0.052,0,0
0.076,0.114,0.038,0.186,0.35,0.236,1,4
