prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.0,0.26,0.04,0.06,0.04,0.6,5,5
0.06,0.36,0.1,0.12,0.06,0.3,5,1
0.02,0.02,0.04,0.0,0.02,0.9,5,5
0.02,0.12,0.58,0.12,0.12,0.04,2,2
0.02,0.26,0.06,0.16,0.12,0.38,5,5
0.02,0.16,0.06,0.02,0.06,0.68,2,5
0.68,0.02,0.06,0.22,0.02,0.0,3,0
0.02,0.36,0.08,0.06,0.28,0.2,4,1
0.82,0.02,0.02,0.12,0.0,0.02,0,0
0.06,0.12,0.12,0.08,0.26,0.36,5,5
0.66,0.06,0.06,0.06,0.04,0.12,0,0
0.5,0.06,0.14,0.08,0.02,0.2,0,0
0.16,0.2,0.08,0.18,0.08,0.3,5,5
0.0,0.44,0.0,0.0,0.16,0.4,5,1
0.24,0.08,0.04,0.26,0.14,0.24,4,3
0.02,0.04,0.0,0.0,0.02,0.92,5,5
0.0,0.08,0.08,0.04,0.62,0.18,4,4
0.02,0.24,0.3,0.1,0.12,0.22,5,2
0.0,0.12,0.2,0.0,0.12,0.56,1,5
0.06,0.12,0.08,0.04,0.4,0.3,4,4
0.0,0.34,0.02,0.0,0.2,0.44,5,5
0.06,0.14,0.02,0.1,0.04,0.64,1,5
0.06,0.22,0.34,0.08,0.02,0.28,2,2
0.02,0.5,0.02,0.0,0.12,0.34,5,1
0.8,0.04,0.04,0.08,0.0,0.04,3,0
0.02,0.24,0.0,0.02,0.0,0.72,1,5
0.34,0.14,0.08,0.14,0.04,0.26,0,0
0.0,0.3,0.2,0.0,0.06,0.44,1,5
0.0,0.64,0.0,0.0,0.02,0.34,1,1
0.12,0.2,0.1,0.2,0.18,0.2,3,1
