prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.014,0.5,0.012,0.004,0.014,0.456,1,1
0.102,0.08,0.054,0.214,0.258,0.292,3,5
0.076,0.07,0.072,0.164,0.332,0.286,5,4
0.066,0.15,0.072,0.094,0.358,0.26,5,4
0.012,0.1,0.168,0.014,0.288,0.418,2,5
0.046,0.082,0.024,0.064,0.09,0.694,5,5
0.098,0.132,0.154,0.336,0.126,0.154,0,3
0.004,0.432,0.046,0.006,0.04,0.472,2,5
0.014,0.288,0.046,0.042,0.028,0.582,5,5
0.01,0.588,0.044,0.01,0.164,0.184,1,1
0.022,0.138,0.074,0.03,0.586,0.15,4,4
0.066,0.266,0.11,0.05,0.158,0.35,5,5
0.718,0.038,0.022,0.102,0.036,0.084,0,0
0.006,0.25,0.012,0.004,0.03,0.698,5,5
0.016,0.128,0.048,0.028,0.172,0.608,5,5
0.012,0.26,0.106,0.042,0.036,0.544,1,5
0.016,0.244,0.07,0.044,0.056,0.57,5,5
0.022,0.1,0.048,0.018,0.616,0.196,1,4
0.014,0.092,0.21,0.024,0.47,0.19,4,4
0.018,0.068,0.07,0.042,0.498,0.304,4,4
0.1,0.134,0.066,0.298,0.182,0.22,3,3
0.5,0.038,0.136,0.13,0.034,0.162,0,0
0.008,0.286,0.036,0.024,0.066,0.58,5,5
0.132,0.136,0.398,0.112,0.09,0.132,2,2
0.054,0.238,0.07,0.066,0.154,0.418,5,5
0.552,0.056,0.074,0.132,0.058,0.128,0,0
0.006,0.486,0.05,0.006,0.036,0.416,1,1
0.048,0.102,0.016,0.038,0.052,0.744,5,5
0.004,0.164,0.026,0.008,0.056,0.742,4,5
0.112,0.166,0.102,0.174,0.242,0.204,3,4
