prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.002,0.218,0.012,0.002,0.066,0.7,5,5
0.008,0.142,0.262,0.01,0.062,0.516,1,5
0.028,0.17,0.068,0.078,0.406,0.25,4,4
0.814,0.022,0.048,0.084,0.016,0.016,5,0
0.008,0.172,0.348,0.006,0.07,0.396,1,5
0.634,0.006,0.01,0.318,0.016,0.016,3,0
0.424,0.124,0.016,0.246,0.038,0.152,0,0
0.004,0.364,0.022,0.002,0.064,0.544,1,5
0.016,0.032,0.01,0.036,0.056,0.85,5,5
0.014,0.054,0.032,0.024,0.684,0.192,4,4
0.112,0.098,0.058,0.166,0.236,0.33,5,5
0.042,0.054,0.026,0.078,0.12,0.68,5,5
0.066,0.164,0.212,0.134,0.184,0.24,5,5
0.124,0.13,0.064,0.248,0.22,0.214,3,3
0.018,0.108,0.088,0.034,0.346,0.406,2,5
0.01,0.12,0.102,0.036,0.508,0.224,2,4
0.016,0.216,0.022,0.018,0.084,0.644,5,5
0.65,0.076,0.06,0.112,0.05,0.052,0,0
0.082,0.14,0.064,0.332,0.108,0.274,3,3
0.02,0.06,0.01,0.034,0.052,0.824,1,5
0.016,0.03,0.024,0.078,0.044,0.808,5,5
0.132,0.066,0.084,0.308,0.146,0.264,4,3
0.03,0.074,0.054,0.024,0.056,0.762,1,5
0.038,0.252,0.038,0.044,0.144,0.484,5,5
0.084,0.144,0.146,0.362,0.112,0.152,0,3
0.06,0.138,0.074,0.1,0.4,0.228,5,4
0.022,0.068,0.094,0.038,0.362,0.416,2,5
0.814,0.004,0.004,0.174,0.002,0.002,0,0
0.02,0.266,0.072,0.022,0.4,0.22,4,4
0.028,0.044,0.012,0.034,0.07,0.812,5,5
