prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.02,0.224,0.014,0.042,0.02,0.68,5,5
0.016,0.448,0.034,0.006,0.022,0.474,5,5
0.014,0.62,0.026,0.002,0.02,0.318,1,1
0.028,0.234,0.074,0.016,0.148,0.5,4,5
0.022,0.278,0.072,0.038,0.144,0.446,1,5
0.112,0.096,0.084,0.2,0.282,0.226,3,4
0.032,0.252,0.066,0.034,0.038,0.578,2,5
0.052,0.114,0.042,0.11,0.088,0.594,3,5
0.008,0.332,0.014,0.006,0.012,0.628,1,5
0.006,0.06,0.048,0.028,0.544,0.314,4,4
0.002,0.358,0.018,0.004,0.098,0.52,5,5
0.01,0.048,0.012,0.008,0.02,0.902,5,5
0.022,0.238,0.054,0.066,0.208,0.412,5,5
0.02,0.19,0.078,0.066,0.188,0.458,5,5
0.082,0.152,0.12,0.07,0.112,0.464,1,5
0.022,0.28,0.018,0.024,0.01,0.646,5,5
0.04,0.188,0.05,0.044,0.382,0.296,4,4
0.012,0.046,0.03,0.006,0.044,0.862,5,5
0.006,0.404,0.01,0.004,0.07,0.506,5,5
0.434,0.064,0.156,0.128,0.07,0.148,0,0
0.018,0.186,0.066,0.022,0.144,0.564,5,5
0.536,0.062,0.078,0.188,0.04,0.096,0,0
0.616,0.048,0.046,0.142,0.03,0.118,0,0
0.092,0.052,0.622,0.074,0.084,0.076,2,2
0.542,0.062,0.074,0.126,0.048,0.148,0,0
0.426,0.058,0.032,0.224,0.104,0.156,1,0
0.01,0.26,0.064,0.022,0.08,0.564,4,5
0.114,0.096,0.082,0.3,0.184,0.224,3,3
0.006,0.11,0.302,0.022,0.342,0.218,2,4
0.014,0.14,0.034,0.016,0.016,0.78,5,5
