prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.366,0.114,0.134,0.108,0.096,0.182,2,0
0.032,0.148,0.12,0.07,0.208,0.422,2,5
0.026,0.57,0.046,0.028,0.204,0.126,1,1
0.088,0.142,0.062,0.146,0.302,0.26,1,4
0.628,0.082,0.034,0.122,0.028,0.106,0,0
0.014,0.072,0.13,0.042,0.568,0.174,4,4
0.022,0.186,0.05,0.038,0.152,0.552,5,5
0.022,0.176,0.082,0.016,0.056,0.648,4,5
0.014,0.314,0.042,0.036,0.036,0.558,5,5
0.012,0.542,0.044,0.04,0.198,0.164,1,1
0.006,0.08,0.166,0.026,0.384,0.338,4,4
0.01,0.274,0.116,0.022,0.1,0.478,5,5
0.41,0.11,0.018,0.168,0.078,0.216,0,0
0.02,0.23,0.146,0.006,0.008,0.59,5,5
0.008,0.114,0.28,0.022,0.38,0.196,2,4
0.144,0.144,0.14,0.206,0.1,0.266,5,5
0.664,0.056,0.052,0.082,0.03,0.116,0,0
0.084,0.2,0.052,0.096,0.134,0.434,5,5
0.058,0.286,0.136,0.066,0.164,0.29,5,5
0.244,0.102,0.28,0.146,0.092,0.136,1,2
0.066,0.082,0.028,0.668,0.068,0.088,3,3
0.106,0.104,0.066,0.286,0.14,0.298,3,5
0.202,0.082,0.108,0.318,0.132,0.158,3,3
0.026,0.156,0.088,0.092,0.396,0.242,5,4
0.01,0.416,0.04,0.026,0.028,0.48,1,5
0.696,0.036,0.028,0.096,0.02,0.124,0,0
0.088,0.092,0.062,0.172,0.288,0.298,5,5
0.054,0.196,0.088,0.098,0.252,0.312,4,5
0.112,0.218,0.054,0.088,0.076,0.452,5,5
0.01,0.278,0.038,0.006,0.032,0.636,5,5
