prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.2522,0.12485925925925927,0.1395031126202603,0.10640000000000001,0.1726080677885189,0.20442956033196152,0,0
0.22763333333333333,0.11215435436135558,0.024127634838955594,0.20143333333333333,0.10373984962406016,0.33091149450896207,0,5
0.011,0.21144444444444446,0.04923773584905661,0.0182,0.5622444444444444,0.14787337526205452,4,4
0.020890909090909092,0.2894644086849969,0.060456757560226025,0.04621493212669683,0.15866875154920268,0.42430424098796843,1,5
0.006,0.08777327173866871,0.2989371212121212,0.05204285714285715,0.3415284350582338,0.21371831484811912,2,4
0.024233333333333336,0.20993751803105154,0.13838900836686138,0.07147179487179486,0.03456446305017734,0.5214038823467815,1,5
0.244,0.09605882352941177,0.029,0.269,0.1272,0.23474117647058823,1,3
0.027,0.2385545069164063,0.07186587301587301,0.0160625,0.08131686526837456,0.5652002547993461,4,5
0.012,0.36422824779314594,0.018882622739018088,0.0020625,0.05143455532685409,0.5513920741409819,5,5
0.040233333333333336,0.1603086193421946,0.08177100386573609,0.044648265460030166,0.025465753669889003,0.647573024328817,5,5
0.11,0.198,0.31860000000000005,0.11,0.099,0.1644,5,2
0.010124242424242424,0.48266085263113534,0.06561027018118165,0.030272303921568627,0.16484583333333333,0.24648649750853865,1,1
0.024,0.21156898602438298,0.05410526315789474,0.048,0.5058245614035087,0.1565011894142135,4,4
0.016366666666666668,0.1423591092847424,0.060794301505622254,0.10369084249084248,0.10419231044644581,0.5725967696056805,3,5
0.1404,0.050400700986726596,0.11047045454545455,0.2933333333333334,0.14160889724310777,0.26378661389137775,4,3
0.022233333333333334,0.1660129723559077,0.09852773383238154,0.030471794871794872,0.07803065631110744,0.6047235092954751,5,5
0.07212424242424242,0.14554110760810887,0.05006346615561386,0.2394777777777778,0.20953011695906434,0.28326328907519277,3,5
0.028090909090909093,0.11881818181818181,0.5210909090909092,0.063,0.111,0.158,2,2
0.020124242424242426,0.2578279854727456,0.03861562058013671,0.015071794871794872,0.10189187043238349,0.5664684862186969,5,5
0.39239999999999997,0.0735,0.016037735849056604,0.2625,0.0476,0.20796226415094338,0,0
0.025833333333333337,0.12962091099389797,0.05188909142333978,0.04113837535014006,0.10325544236588025,0.6482628465334088,5,5
0.06303333333333333,0.1589113285010806,0.08216475197808885,0.10620980392156862,0.03934892607515342,0.5503318561907752,1,5
0.002,0.35975080070319887,0.02430047988187523,0.004,0.07636956099578833,0.5335791584191376,5,5
0.0044,0.39913717181869623,0.06698408794048327,0.0040625,0.04989143772893773,0.4755248025118827,5,5
0.184,0.08504651162790698,0.0420377358490566,0.43,0.08,0.17891575252303643,3,3
0.014,0.312772375794774,0.11010511968651503,0.014038461538461538,0.09853780880773362,0.4505462341725159,5,5
0.62,0.03788888888888889,0.06613333333333332,0.17,0.04997777777777778,0.056,0,0
0.032799999999999996,0.26871649290610555,0.0662122770407455,0.13140000000000002,0.17433868003341688,0.3265325500197321,5,5
0.03643333333333334,0.28382228520170627,0.04800999007332695,0.026709803921568628,0.10815560926124836,0.49686897820881654,5,5
0.064,0.091,0.45257142857142857,0.10885714285714286,0.14957142857142855,0.134,2,2
