prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.31,0.064,0.028,0.268,0.092,0.238,0,0
0.024,0.144,0.04,0.042,0.066,0.684,5,5
0.122,0.152,0.07,0.172,0.308,0.176,3,4
0.006,0.53,0.018,0.004,0.066,0.376,1,1
0.016,0.244,0.08,0.042,0.042,0.576,5,5
0.086,0.096,0.076,0.144,0.25,0.348,5,5
0.024,0.122,0.09,0.062,0.184,0.518,4,5
0.036,0.084,0.118,0.16,0.356,0.246,4,4
0.602,0.01,0.016,0.344,0.006,0.022,3,0
0.058,0.056,0.036,0.646,0.082,0.122,3,3
0.014,0.25,0.044,0.01,0.168,0.514,5,5
0.016,0.092,0.038,0.052,0.074,0.728,5,5
0.116,0.126,0.174,0.336,0.086,0.162,0,3
0.012,0.088,0.16,0.04,0.586,0.114,4,4
0.002,0.064,0.014,0.01,0.028,0.882,5,5
0.27,0.096,0.02,0.27,0.114,0.23,1,0
0.01,0.05,0.304,0.028,0.296,0.312,2,5
0.028,0.398,0.026,0.024,0.1,0.424,1,5
0.03,0.498,0.064,0.028,0.144,0.236,1,1
0.002,0.508,0.016,0.006,0.06,0.408,5,1
0.27,0.086,0.022,0.238,0.07,0.314,0,5
0.032,0.318,0.028,0.022,0.128,0.472,5,5
0.006,0.14,0.082,0.02,0.564,0.188,4,4
0.004,0.496,0.026,0.004,0.098,0.372,2,1
0.044,0.128,0.078,0.108,0.36,0.282,5,4
0.002,0.27,0.032,0.006,0.004,0.686,1,5
0.008,0.076,0.128,0.048,0.64,0.1,5,4
0.774,0.006,0.006,0.182,0.002,0.03,0,0
0.378,0.112,0.134,0.082,0.088,0.206,2,0
0.02,0.062,0.014,0.022,0.016,0.866,5,5
