prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.02,0.03,0.01,0.02,0.023333333333333334,0.8966666666666666,1,5
0.4666666666666667,0.06,0.06333333333333334,0.30333333333333334,0.02,0.08666666666666667,0,0
0.06,0.15333333333333332,0.056666666666666664,0.13333333333333333,0.36666666666666664,0.23,5,4
0.02,0.013333333333333334,0.02,0.03,0.016666666666666666,0.9,5,5
0.006666666666666667,0.07333333333333333,0.3,0.013333333333333334,0.3233333333333333,0.2833333333333333,2,4
0.07333333333333333,0.2,0.21333333333333335,0.10333333333333333,0.14,0.27,5,5
0.08666666666666667,0.17333333333333334,0.06,0.12666666666666668,0.09666666666666666,0.45666666666666667,5,5
0.0033333333333333335,0.15666666666666668,0.043333333333333335,0.023333333333333334,0.62,0.15333333333333332,4,4
0.0,0.21,0.03666666666666667,0.0033333333333333335,0.09,0.66,1,5
0.14666666666666667,0.14333333333333334,0.09666666666666666,0.2966666666666667,0.15666666666666668,0.16,3,3
0.6533333333333333,0.01,0.016666666666666666,0.19,0.016666666666666666,0.11333333333333333,0,0
0.006666666666666667,0.5933333333333334,0.023333333333333334,0.0033333333333333335,0.03,0.3433333333333333,1,1
0.023333333333333334,0.3,0.06333333333333334,0.056666666666666664,0.013333333333333334,0.5433333333333333,5,5
0.09333333333333334,0.08666666666666667,0.03,0.22,0.11,0.46,5,5
0.6566666666666666,0.07,0.06,0.11,0.03,0.07333333333333333,0,0
0.006666666666666667,0.21666666666666667,0.03,0.01,0.07333333333333333,0.6633333333333333,4,5
0.61,0.09,0.08,0.08333333333333333,0.03666666666666667,0.1,0,0
0.0,0.4033333333333333,0.03,0.01,0.07,0.4866666666666667,5,5
0.01,0.43333333333333335,0.013333333333333334,0.013333333333333334,0.02,0.51,5,5
0.10666666666666667,0.23666666666666666,0.13666666666666666,0.06,0.17333333333333334,0.2866666666666667,5,5
0.08333333333333333,0.08666666666666667,0.03333333333333333,0.6533333333333333,0.03333333333333333,0.11,3,3
0.10333333333333333,0.15666666666666668,0.03333333333333333,0.21666666666666667,0.16,0.33,3,5
0.07,0.16666666666666666,0.10666666666666667,0.08666666666666667,0.24333333333333335,0.32666666666666666,4,5
0.09333333333333334,0.20666666666666667,0.22666666666666666,0.09,0.10333333333333333,0.28,2,5
0.023333333333333334,0.5366666666666666,0.05333333333333334,0.016666666666666666,0.13666666666666666,0.23333333333333334,1,1
0.0033333333333333335,0.44333333333333336,0.03666666666666667,0.0033333333333333335,0.07,0.44333333333333336,1,1
0.0033333333333333335,0.39666666666666667,0.03666666666666667,0.006666666666666667,0.12,0.43666666666666665,2,5
0.016666666666666666,0.06,0.07666666666666666,0.05,0.5266666666666666,0.27,4,4
0.023333333333333334,0.02,0.013333333333333334,0.016666666666666666,0.04666666666666667,0.88,5,5
0.04666666666666667,0.21333333333333335,0.09666666666666666,0.05333333333333334,0.32,0.27,5,4
