prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.465,0.09,0.1,0.195,0.07,0.08,0,0
0.005,0.23,0.055,0.005,0.09,0.615,5,5
0.745,0.025,0.035,0.14,0.02,0.035,5,0
0.06,0.125,0.075,0.075,0.405,0.26,5,4
0.035,0.23,0.11,0.1,0.02,0.505,1,5
0.03,0.26,0.025,0.045,0.015,0.625,5,5
0.11,0.16,0.165,0.1,0.14,0.325,2,5
0.01,0.14,0.045,0.05,0.165,0.59,5,5
0.02,0.09,0.02,0.01,0.04,0.82,5,5
0.0,0.355,0.32,0.0,0.025,0.3,1,1
0.005,0.275,0.09,0.045,0.405,0.18,4,4
0.07,0.095,0.035,0.32,0.135,0.345,3,5
0.01,0.105,0.05,0.015,0.66,0.16,4,4
0.105,0.105,0.085,0.115,0.24,0.35,5,5
0.04,0.14,0.525,0.025,0.095,0.175,2,2
0.385,0.06,0.165,0.16,0.085,0.145,0,0
0.01,0.05,0.02,0.01,0.005,0.905,5,5
0.03,0.6,0.06,0.015,0.135,0.16,1,1
0.01,0.06,0.05,0.03,0.595,0.255,4,4
0.11,0.055,0.65,0.04,0.09,0.055,2,2
0.005,0.325,0.1,0.005,0.065,0.5,5,5
0.0,0.325,0.04,0.01,0.07,0.555,5,5
0.01,0.47,0.06,0.0,0.065,0.395,1,1
0.095,0.065,0.05,0.53,0.09,0.17,3,3
0.04,0.175,0.115,0.01,0.105,0.555,4,5
0.48,0.045,0.105,0.225,0.06,0.085,0,0
0.075,0.165,0.045,0.145,0.195,0.375,3,5
0.015,0.185,0.045,0.035,0.04,0.68,5,5
0.015,0.29,0.155,0.02,0.125,0.395,1,5
0.71,0.005,0.005,0.265,0.005,0.01,0,0
