prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.03,0.276,0.07,0.052,0.116,0.456,5,5
0.306,0.134,0.026,0.18,0.07,0.284,0,0
0.01,0.106,0.322,0.032,0.368,0.162,2,4
0.01,0.344,0.062,0.026,0.02,0.538,5,5
0.04,0.406,0.048,0.022,0.088,0.396,1,1
0.022,0.318,0.086,0.032,0.018,0.524,5,5
0.074,0.178,0.112,0.094,0.104,0.438,1,5
0.632,0.044,0.05,0.164,0.022,0.088,0,0
0.026,0.382,0.042,0.026,0.146,0.378,5,1
0.076,0.076,0.49,0.132,0.106,0.12,2,2
0.01,0.164,0.066,0.046,0.124,0.59,5,5
0.024,0.262,0.09,0.02,0.03,0.574,5,5
0.01,0.16,0.13,0.07,0.278,0.352,4,5
0.012,0.24,0.064,0.024,0.544,0.116,4,4
0.014,0.254,0.066,0.012,0.168,0.486,5,5
0.66,0.06,0.04,0.116,0.014,0.11,0,0
0.046,0.04,0.76,0.032,0.092,0.03,2,2
0.022,0.248,0.076,0.05,0.244,0.36,4,5
0.102,0.134,0.162,0.168,0.19,0.244,5,5
0.118,0.06,0.052,0.144,0.246,0.38,3,5
0.014,0.426,0.048,0.03,0.014,0.468,1,5
0.214,0.088,0.268,0.172,0.088,0.17,1,2
0.096,0.094,0.024,0.642,0.066,0.078,3,3
0.044,0.244,0.156,0.088,0.182,0.286,1,5
0.1,0.08,0.046,0.236,0.176,0.362,3,5
0.048,0.206,0.11,0.106,0.238,0.292,5,5
0.012,0.384,0.072,0.018,0.13,0.384,5,1
0.006,0.054,0.002,0.014,0.006,0.918,5,5
0.014,0.088,0.154,0.024,0.532,0.188,4,4
0.542,0.084,0.09,0.092,0.038,0.154,0,0
