prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.12,0.26,0.1,0.2,0.24,0.08,3,1
0.16,0.14041666666666666,0.04,0.48,0.06,0.11958333333333332,3,3
0.1,0.0,0.6,0.02,0.14,0.14,2,2
0.02,0.1659209837781266,0.1,0.08571428571428572,0.07571135531135531,0.5526533751962324,5,5
0.1,0.08107240437158471,0.020327868852459016,0.520655737704918,0.06098360655737706,0.21696038251366118,3,3
0.02,0.2279805676368908,0.04132786885245902,0.060655737704918035,0.02098360655737705,0.6290522192483551,5,5
0.0,0.28065573770491803,0.08032786885245902,0.04065573770491803,0.38098360655737706,0.21737704918032785,4,4
0.0,0.19333333333333333,0.06,0.04666666666666666,0.58,0.12,4,4
0.7533333333333334,0.02,0.02,0.18,0.0,0.026666666666666665,0,0
0.16,0.2320128205128205,0.281,0.12,0.07102564102564102,0.13596153846153847,5,2
0.003076923076923077,0.43039932744850773,0.001866330390920555,0.0006557377049180328,0.14240924758301807,0.4215924337957125,1,1
0.04,0.12708333333333333,0.24,0.08,0.16,0.35291666666666666,5,5
0.04,0.36565573770491805,0.10068501170960185,0.08065573770491802,0.1413407494145199,0.2716627634660421,5,1
0.58,0.0,0.18,0.06,0.0,0.18,0,0
0.0,0.34116855821773856,0.08032786885245902,0.0006557377049180328,0.3620092475830181,0.21583858764186634,4,4
0.02,0.4005128205128205,0.06041666666666666,0.14,0.14102564102564102,0.2380448717948718,1,1
0.08,0.18,0.18,0.26,0.14,0.16,5,3
0.02,0.011993388149711334,0.04110167837626854,0.0006557377049180328,0.0027663904401609317,0.9234828053289411,5,5
0.02,0.14158522488440523,0.020685011709601873,0.060655737704918035,0.0027663904401609317,0.7543076352609139,1,5
0.04,0.22040816326530613,0.16041666666666665,0.12,0.16,0.2991751700680272,4,5
0.04,0.08757240437158469,0.007994535519125682,0.060655737704918035,0.041383606557377044,0.7623937158469946,5,5
0.08,0.2884438775510204,0.16,0.06285714285714286,0.18,0.22869897959183672,1,1
0.0,0.4209209837781266,0.04041666666666666,0.02,0.141425641025641,0.37723670852956565,1,1
0.34,0.2008248299319728,0.0,0.18,0.0,0.27917517006802717,0,0
0.003076923076923077,0.28089743589743593,0.041538461538461545,0.0,0.06,0.6144871794871795,5,5
0.14,0.061500000000000006,0.361,0.1,0.18,0.1575,5,2
0.08,0.08117098377812663,0.001,0.12,0.021025641025641025,0.6968033751962324,5,5
0.5666666666666667,0.08,0.10666666666666666,0.14,0.0,0.10666666666666667,0,0
0.14,0.04065573770491803,0.46032786885245897,0.08065573770491802,0.12098360655737704,0.15737704918032785,2,2
0.02,0.14,0.56,0.06,0.2,0.02,2,2
