prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.006,0.368,0.018,0.008,0.04,0.56,5,5
0.002,0.288,0.038,0.0,0.032,0.64,5,5
0.53,0.07,0.08,0.164,0.054,0.102,0,0
0.054,0.03,0.026,0.796,0.052,0.042,3,3
0.06,0.202,0.064,0.096,0.11,0.468,3,5
0.046,0.17,0.124,0.084,0.406,0.17,5,4
0.016,0.074,0.37,0.036,0.218,0.286,5,2
0.16,0.136,0.298,0.092,0.132,0.182,2,2
0.666,0.038,0.072,0.082,0.046,0.096,0,0
0.398,0.076,0.032,0.238,0.092,0.164,1,0
0.014,0.618,0.042,0.02,0.1,0.206,1,1
0.028,0.184,0.042,0.046,0.194,0.506,5,5
0.012,0.232,0.068,0.034,0.554,0.1,4,4
0.004,0.148,0.066,0.0,0.038,0.744,4,5
0.072,0.186,0.054,0.134,0.292,0.262,1,4
0.036,0.138,0.074,0.106,0.378,0.268,5,4
0.412,0.048,0.16,0.134,0.03,0.216,0,0
0.044,0.16,0.042,0.052,0.112,0.59,3,5
0.026,0.198,0.038,0.05,0.04,0.648,5,5
0.136,0.154,0.358,0.082,0.096,0.174,2,2
0.012,0.062,0.314,0.028,0.374,0.21,4,4
0.006,0.378,0.026,0.006,0.046,0.538,1,5
0.014,0.358,0.09,0.008,0.062,0.468,5,5
0.006,0.06,0.042,0.002,0.03,0.86,5,5
0.076,0.102,0.466,0.1,0.132,0.124,2,2
0.01,0.366,0.076,0.034,0.008,0.506,5,5
0.014,0.236,0.084,0.062,0.282,0.322,4,5
0.046,0.196,0.078,0.11,0.372,0.198,5,4
0.004,0.33,0.176,0.006,0.014,0.47,1,5
0.48,0.058,0.016,0.178,0.062,0.206,0,0
