prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.0,0.058,0.008,0.014,0.048,0.872,5,5
0.07,0.248,0.222,0.084,0.112,0.264,3,5
0.008,0.374,0.014,0.006,0.034,0.564,1,5
0.014,0.068,0.1,0.048,0.552,0.218,4,4
0.014,0.3,0.032,0.064,0.166,0.424,5,5
0.088,0.06,0.04,0.184,0.226,0.402,3,5
0.032,0.086,0.036,0.018,0.062,0.766,1,5
0.01,0.566,0.022,0.008,0.058,0.336,5,1
0.036,0.148,0.102,0.084,0.364,0.266,5,4
0.024,0.31,0.098,0.104,0.234,0.23,5,1
0.072,0.206,0.084,0.124,0.13,0.384,5,5
0.572,0.044,0.064,0.218,0.022,0.08,0,0
0.02,0.214,0.106,0.024,0.05,0.586,5,5
0.024,0.144,0.02,0.048,0.042,0.722,5,5
0.012,0.106,0.112,0.024,0.05,0.696,5,5
0.084,0.06,0.662,0.03,0.064,0.1,2,2
0.094,0.098,0.1,0.26,0.142,0.306,3,5
0.018,0.102,0.162,0.024,0.442,0.252,4,4
0.402,0.09,0.026,0.2,0.05,0.232,0,0
0.006,0.614,0.034,0.01,0.088,0.248,2,1
0.01,0.37,0.002,0.004,0.024,0.59,1,5
0.026,0.224,0.064,0.04,0.468,0.178,4,4
0.058,0.19,0.086,0.08,0.29,0.296,5,5
0.01,0.044,0.324,0.018,0.29,0.314,2,2
0.024,0.63,0.076,0.016,0.168,0.086,1,1
0.112,0.122,0.162,0.364,0.104,0.136,0,3
0.02,0.268,0.14,0.044,0.052,0.476,1,5
0.068,0.292,0.032,0.134,0.136,0.338,4,5
0.008,0.302,0.062,0.018,0.14,0.47,5,5
0.638,0.066,0.066,0.08,0.036,0.114,0,0
