prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.076,0.126,0.118,0.098,0.298,0.284,4,4
0.01,0.636,0.064,0.016,0.086,0.188,1,1
0.054,0.11,0.042,0.208,0.134,0.452,4,5
0.612,0.098,0.038,0.082,0.048,0.122,0,0
0.604,0.034,0.072,0.186,0.048,0.056,0,0
0.016,0.06,0.118,0.026,0.702,0.078,5,4
0.402,0.096,0.028,0.188,0.042,0.244,0,0
0.014,0.174,0.02,0.014,0.13,0.648,5,5
0.042,0.206,0.072,0.07,0.016,0.594,1,5
0.018,0.142,0.076,0.038,0.21,0.516,5,5
0.03,0.036,0.022,0.024,0.03,0.858,1,5
0.012,0.232,0.04,0.012,0.098,0.606,1,5
0.034,0.27,0.1,0.04,0.2,0.356,4,5
0.06,0.042,0.732,0.046,0.072,0.048,2,2
0.116,0.192,0.072,0.104,0.1,0.416,5,5
0.09,0.032,0.024,0.08,0.038,0.736,5,5
0.654,0.002,0.026,0.252,0.006,0.06,0,0
0.128,0.18,0.16,0.176,0.092,0.264,5,5
0.008,0.506,0.034,0.002,0.05,0.4,5,1
0.14,0.148,0.084,0.262,0.084,0.282,4,5
0.066,0.118,0.032,0.14,0.088,0.556,3,5
0.076,0.072,0.086,0.276,0.156,0.334,3,5
0.046,0.162,0.144,0.074,0.318,0.256,5,4
0.034,0.126,0.11,0.038,0.262,0.43,2,5
0.594,0.006,0.026,0.34,0.006,0.028,3,0
0.006,0.284,0.036,0.02,0.014,0.64,5,5
0.05,0.032,0.032,0.058,0.032,0.796,5,5
0.02,0.21,0.02,0.022,0.118,0.61,5,5
0.006,0.486,0.05,0.002,0.104,0.352,2,1
0.09,0.14,0.038,0.238,0.128,0.366,1,5
