prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.53,0.055,0.165,0.085,0.045,0.12,0,0
0.0,0.35,0.065,0.0,0.145,0.44,5,5
0.045,0.155,0.05,0.045,0.085,0.62,5,5
0.01,0.345,0.02,0.015,0.015,0.595,1,5
0.105,0.13,0.075,0.22,0.13,0.34,4,5
0.005,0.405,0.015,0.005,0.04,0.53,1,5
0.0,0.19,0.025,0.0,0.095,0.69,5,5
0.45,0.145,0.0,0.225,0.015,0.165,0,0
0.17,0.105,0.045,0.445,0.09,0.145,3,3
0.635,0.025,0.015,0.29,0.01,0.025,3,0
0.06,0.1,0.005,0.09,0.055,0.69,5,5
0.61,0.095,0.04,0.1,0.045,0.11,0,0
0.015,0.1,0.11,0.02,0.36,0.395,2,5
0.005,0.44,0.12,0.0,0.045,0.39,5,1
0.01,0.215,0.095,0.05,0.035,0.595,5,5
0.0,0.385,0.3,0.005,0.05,0.26,1,1
0.015,0.09,0.03,0.03,0.685,0.15,1,4
0.1,0.215,0.065,0.095,0.275,0.25,1,4
0.075,0.185,0.2,0.155,0.115,0.27,5,5
0.005,0.135,0.11,0.015,0.29,0.445,2,5
0.78,0.02,0.035,0.08,0.015,0.07,0,0
0.035,0.06,0.055,0.025,0.515,0.31,4,4
0.02,0.12,0.135,0.025,0.54,0.16,4,4
0.01,0.23,0.05,0.055,0.01,0.645,5,5
0.035,0.245,0.02,0.09,0.27,0.34,5,5
0.1,0.06,0.035,0.285,0.14,0.38,3,5
0.015,0.22,0.06,0.02,0.07,0.615,4,5
0.095,0.215,0.06,0.065,0.155,0.41,5,5
0.02,0.125,0.105,0.04,0.435,0.275,2,4
0.01,0.155,0.05,0.09,0.27,0.425,5,5
