prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.004,0.364,0.182,0.004,0.05,0.396,1,5
0.128,0.148,0.216,0.168,0.108,0.232,5,5
0.728,0.004,0.018,0.186,0.016,0.048,0,0
0.09,0.126,0.052,0.404,0.11,0.218,3,3
0.008,0.044,0.06,0.028,0.612,0.248,4,4
0.04,0.074,0.068,0.14,0.31,0.368,4,5
0.674,0.038,0.06,0.088,0.028,0.112,0,0
0.014,0.232,0.072,0.038,0.38,0.264,4,4
0.026,0.442,0.018,0.002,0.026,0.486,1,5
0.024,0.226,0.16,0.066,0.146,0.378,1,5
0.028,0.198,0.052,0.072,0.176,0.474,5,5
0.042,0.276,0.056,0.06,0.108,0.458,5,5
0.64,0.044,0.052,0.156,0.04,0.068,0,0
0.022,0.142,0.026,0.04,0.08,0.69,5,5
0.088,0.176,0.058,0.13,0.148,0.4,5,5
0.034,0.22,0.054,0.034,0.032,0.626,5,5
0.008,0.3,0.056,0.006,0.16,0.47,5,5
0.008,0.226,0.12,0.012,0.166,0.468,5,5
0.09,0.228,0.138,0.07,0.164,0.31,5,5
0.59,0.014,0.012,0.324,0.002,0.058,3,0
0.006,0.106,0.214,0.02,0.29,0.364,2,5
0.02,0.066,0.046,0.056,0.446,0.366,4,4
0.072,0.078,0.622,0.052,0.118,0.058,2,2
0.01,0.382,0.034,0.008,0.038,0.528,1,5
0.57,0.08,0.092,0.068,0.052,0.138,0,0
0.264,0.098,0.038,0.406,0.082,0.112,3,3
0.014,0.204,0.134,0.008,0.02,0.62,5,5
0.298,0.118,0.152,0.136,0.082,0.214,2,0
0.084,0.15,0.262,0.13,0.11,0.264,5,5
0.016,0.074,0.04,0.026,0.066,0.778,1,5
