prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.02,0.22,0.14,0.045,0.03,0.545,1,5
0.02,0.095,0.105,0.02,0.575,0.185,4,4
0.09,0.1,0.025,0.605,0.065,0.115,3,3
0.635,0.01,0.01,0.28,0.02,0.045,3,0
0.04,0.135,0.135,0.12,0.29,0.28,4,4
0.14,0.15,0.225,0.17,0.1,0.215,5,2
0.335,0.135,0.115,0.06,0.055,0.3,0,0
0.005,0.05,0.315,0.04,0.27,0.32,2,5
0.68,0.045,0.08,0.065,0.04,0.09,0,0
0.635,0.055,0.085,0.08,0.02,0.125,0,0
0.04,0.06,0.07,0.29,0.285,0.255,5,3
0.025,0.23,0.08,0.035,0.075,0.555,5,5
0.08,0.065,0.605,0.085,0.055,0.11,2,2
0.03,0.225,0.05,0.08,0.11,0.505,5,5
0.015,0.36,0.115,0.015,0.16,0.335,5,1
0.015,0.25,0.15,0.055,0.145,0.385,1,5
0.555,0.075,0.075,0.075,0.07,0.15,0,0
0.015,0.5,0.005,0.0,0.02,0.46,1,1
0.0,0.35,0.22,0.015,0.055,0.36,1,5
0.035,0.2,0.12,0.08,0.35,0.215,5,4
0.0,0.395,0.04,0.005,0.13,0.43,5,5
0.02,0.615,0.07,0.025,0.08,0.19,1,1
0.01,0.255,0.025,0.0,0.08,0.63,5,5
0.125,0.04,0.035,0.615,0.06,0.125,3,3
0.045,0.14,0.03,0.01,0.09,0.685,5,5
0.13,0.165,0.415,0.09,0.09,0.11,2,2
0.025,0.245,0.09,0.08,0.31,0.25,4,4
0.005,0.325,0.115,0.015,0.18,0.36,5,5
0.08,0.18,0.135,0.085,0.265,0.255,4,4
0.005,0.285,0.105,0.025,0.01,0.57,5,5
