prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.075,0.275,0.305,0.06,0.08,0.205,5,2
0.435,0.12,0.03,0.185,0.02,0.21,0,0
0.02,0.085,0.045,0.045,0.67,0.135,1,4
0.0,0.355,0.035,0.01,0.03,0.57,1,5
0.01,0.28,0.02,0.0,0.0,0.69,5,5
0.04,0.11,0.07,0.055,0.46,0.265,5,4
0.03,0.1,0.1,0.045,0.45,0.275,4,4
0.05,0.155,0.12,0.075,0.39,0.21,5,4
0.02,0.32,0.045,0.015,0.19,0.41,5,5
0.025,0.185,0.07,0.07,0.47,0.18,4,4
0.04,0.025,0.625,0.05,0.17,0.09,2,2
0.02,0.065,0.085,0.06,0.63,0.14,4,4
0.085,0.185,0.085,0.095,0.31,0.24,1,4
0.56,0.055,0.06,0.115,0.045,0.165,0,0
0.435,0.035,0.125,0.165,0.045,0.195,0,0
0.095,0.065,0.435,0.085,0.21,0.11,2,2
0.01,0.52,0.13,0.02,0.035,0.285,5,1
0.045,0.11,0.01,0.105,0.065,0.665,5,5
0.055,0.12,0.095,0.345,0.06,0.325,3,3
0.025,0.165,0.105,0.025,0.265,0.415,4,5
0.085,0.05,0.06,0.165,0.22,0.42,3,5
0.015,0.54,0.085,0.03,0.21,0.12,1,1
0.04,0.175,0.115,0.015,0.155,0.5,5,5
0.0,0.02,0.025,0.015,0.025,0.915,5,5
0.07,0.16,0.075,0.175,0.12,0.4,3,5
0.03,0.08,0.105,0.025,0.65,0.11,5,4
0.005,0.335,0.085,0.005,0.1,0.47,5,5
0.225,0.165,0.135,0.08,0.16,0.235,0,5
0.015,0.485,0.09,0.015,0.25,0.145,1,1
0.14,0.13,0.275,0.14,0.145,0.17,2,2
