prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.022,0.206,0.06,0.104,0.2,0.408,5,5
0.016,0.062,0.194,0.032,0.296,0.4,4,5
0.032,0.084,0.102,0.126,0.388,0.268,4,4
0.016,0.222,0.074,0.116,0.252,0.32,5,5
0.764,0.022,0.02,0.108,0.014,0.072,0,0
0.046,0.098,0.57,0.052,0.086,0.148,2,2
0.058,0.268,0.112,0.104,0.238,0.22,5,1
0.568,0.01,0.024,0.356,0.01,0.032,3,0
0.004,0.456,0.022,0.016,0.052,0.45,1,1
0.33,0.144,0.022,0.238,0.038,0.228,0,0
0.012,0.072,0.104,0.048,0.668,0.096,5,4
0.026,0.274,0.078,0.072,0.172,0.378,1,5
0.014,0.064,0.272,0.032,0.222,0.396,4,5
0.674,0.006,0.018,0.244,0.004,0.054,0,0
0.11,0.154,0.1,0.102,0.142,0.392,1,5
0.016,0.242,0.142,0.018,0.046,0.536,1,5
0.016,0.286,0.046,0.048,0.2,0.404,5,5
0.038,0.186,0.064,0.056,0.034,0.622,1,5
0.114,0.05,0.058,0.478,0.106,0.194,3,3
0.02,0.154,0.036,0.116,0.076,0.598,5,5
0.696,0.06,0.05,0.056,0.024,0.114,0,0
0.01,0.286,0.036,0.006,0.02,0.642,5,5
0.02,0.178,0.074,0.03,0.064,0.634,5,5
0.064,0.134,0.028,0.13,0.06,0.584,5,5
0.086,0.082,0.074,0.34,0.106,0.312,3,3
0.112,0.25,0.184,0.14,0.106,0.208,2,1
0.008,0.154,0.072,0.048,0.608,0.11,4,4
0.01,0.094,0.236,0.034,0.198,0.428,2,5
0.038,0.104,0.026,0.088,0.094,0.65,5,5
0.006,0.166,0.02,0.014,0.086,0.708,5,5
