prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,true,pred
0.53,0.01,0.032,0.34,0.012,0.076,0,0
0.018,0.252,0.072,0.054,0.23,0.374,4,5
0.012,0.178,0.106,0.026,0.514,0.164,4,4
0.01,0.026,0.02,0.026,0.038,0.88,5,5
0.104,0.174,0.206,0.086,0.138,0.292,2,5
0.57,0.004,0.018,0.344,0.01,0.054,0,0
0.006,0.594,0.074,0.006,0.076,0.244,1,1
0.01,0.182,0.016,0.004,0.144,0.644,5,5
0.004,0.288,0.042,0.014,0.008,0.644,5,5
0.01,0.13,0.088,0.034,0.522,0.216,1,4
0.418,0.068,0.034,0.23,0.1,0.15,1,0
0.142,0.158,0.202,0.198,0.104,0.196,5,2
0.068,0.078,0.056,0.33,0.148,0.32,3,3
0.014,0.21,0.056,0.008,0.192,0.52,5,5
0.112,0.13,0.074,0.312,0.114,0.258,3,3
0.046,0.032,0.024,0.042,0.052,0.804,5,5
0.274,0.156,0.112,0.076,0.172,0.21,0,0
0.738,0.04,0.034,0.052,0.036,0.1,0,0
0.14,0.15,0.052,0.222,0.248,0.188,3,4
0.008,0.138,0.096,0.026,0.588,0.144,4,4
0.02,0.044,0.008,0.04,0.026,0.862,1,5
0.318,0.162,0.118,0.122,0.064,0.216,2,0
0.094,0.11,0.136,0.162,0.246,0.252,5,5
0.028,0.206,0.084,0.034,0.142,0.506,4,5
0.008,0.032,0.03,0.018,0.046,0.866,5,5
0.016,0.484,0.14,0.014,0.062,0.284,5,1
0.024,0.284,0.048,0.048,0.096,0.5,5,5
0.098,0.028,0.032,0.124,0.044,0.674,5,5
0.072,0.052,0.706,0.03,0.08,0.06,2,2
0.016,0.31,0.022,0.014,0.016,0.622,1,5
