Module	SHAP
2.0	0.1818522147997313
5.0	0.1368018887588749
12.0	0.1353365186567084
6.0	0.0862221142060029
8.0	0.036568349135820896
10.0	0.0190806271806583
13.0	0.0150040586546825
1.0	0.0122405581251842
0.0	0.0122019517145741
3.0	0.0112490057273194
9.0	0.0098811047202616
15.0	0.0074870950389275
4.0	0.0065305271470955
11.0	0.0045688268252101
7.0	0.0018364700363408
14.0	0.0006543592169416
16.0	0.0003686944935693
