Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Signaling By FGFR2 IIIa TM R-HSA-8851708	6/19	1.788919173315225e-13	4.6869682340858886e-11	0	0	383.7884615384616	11264.956844950397	POLR2A;POLR2C;POLR2D;POLR2G;POLR2J;POLR2L
Reactome_2022	Inhibition Of DNA Recombination At Telomere R-HSA-9670095	7/48	5.666998149504231e-13	5.373982060832123e-11	0	0	147.93531283138918	4171.619995407425	POLR2A;POLR2C;POLR2D;H2BC1;POLR2G;POLR2J;POLR2L
Reactome_2022	Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242	6/23	6.628709804903626e-13	5.373982060832123e-11	0	0	293.4264705882353	8228.322606638014	POLR2A;POLR2C;POLR2D;POLR2G;POLR2J;POLR2L
Reactome_2022	MicroRNA (miRNA) Biogenesis R-HSA-203927	6/24	8.829249906443666e-13	5.373982060832123e-11	0	0	277.1111111111111	7691.367460964369	POLR2A;POLR2C;POLR2D;POLR2G;POLR2J;POLR2L
Reactome_2022	Formation Of TC-NER Pre-Incision Complex R-HSA-6781823	7/52	1.0255690955786497e-12	5.373982060832123e-11	0	0	134.7584541062802	3720.111353481021	DDB1;POLR2A;POLR2C;POLR2D;POLR2G;POLR2J;POLR2L
Reactome_2022	FGFR2 Alternative Splicing R-HSA-6803529	6/26	1.5071800470653388e-12	6.581352872185312e-11	0	0	249.375	6788.182194441077	POLR2A;POLR2C;POLR2D;POLR2G;POLR2J;POLR2L
Reactome_2022	RNA Pol II CTD Phosphorylation And Interaction With CE R-HSA-77075	6/27	1.9358207422362376e-12	7.245500492369919e-11	0	0	237.48809523809524	6405.17023199692	POLR2A;POLR2C;POLR2D;POLR2G;POLR2J;POLR2L
Reactome_2022	Cell Cycle R-HSA-1640170	13/654	3.117802495478496e-12	7.426038671048779e-11	0	0	23.05928237129485	610.9301526681417	MCM7;H2BC1;SMC1A;LMNB1;TUBB6;POLR2A;POLR2C;LMNA;POLR2D;POLR2G;MCM6;POLR2J;POLR2L
Reactome_2022	mRNA Capping R-HSA-72086	6/29	3.1001398517165598e-12	7.426038671048779e-11	0	0	216.81521739130437	5745.510874170495	POLR2A;POLR2C;POLR2D;POLR2G;POLR2J;POLR2L
Reactome_2022	PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884	6/29	3.1001398517165598e-12	7.426038671048779e-11	0	0	216.81521739130437	5745.510874170495	POLR2A;POLR2C;POLR2D;POLR2G;POLR2J;POLR2L
