query	_id	_score	go	symbol
Q9Y2J4	51421	20.289257	{'BP': [{'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0000122', 'qualifier': 'involved_in', 'term': 'negative regulation of transcription by RNA polymerase II'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0001525', 'qualifier': 'involved_in', 'term': 'angiogenesis'}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0001886', 'qualifier': 'involved_in', 'term': 'endothelial cell morphogenesis'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0003365', 'qualifier': 'involved_in', 'term': 'establishment of cell polarity involved in ameboidal cell migration'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0016055', 'qualifier': 'involved_in', 'term': 'Wnt signaling pathway'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0030036', 'qualifier': 'involved_in', 'term': 'actin cytoskeleton organization'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0030334', 'qualifier': 'involved_in', 'term': 'regulation of cell migration'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0035329', 'qualifier': 'involved_in', 'term': 'hippo signaling'}, {'evidence': 'IDA', 'gocategory': 'BP', 'id': 'GO:1903829', 'pubmed': 23911299, 'qualifier': 'involved_in', 'term': 'positive regulation of protein localization'}], 'CC': [{'evidence': 'IDA', 'gocategory': 'CC', 'id': 'GO:0002102', 'pubmed': 23525008, 'qualifier': 'located_in', 'term': 'podosome'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0002102', 'qualifier': 'located_in', 'term': 'podosome'}, {'evidence': 'IDA', 'gocategory': 'CC', 'id': 'GO:0005737', 'pubmed': 23911299, 'qualifier': 'located_in', 'term': 'cytoplasm'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005737', 'qualifier': 'located_in', 'term': 'cytoplasm'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005768', 'qualifier': 'located_in', 'term': 'endosome'}, {'evidence': 'TAS', 'gocategory': 'CC', 'id': 'GO:0005829', 'qualifier': 'located_in', 'term': 'cytosol'}, {'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005886', 'qualifier': 'is_active_in', 'term': 'plasma membrane'}, {'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005923', 'qualifier': 'is_active_in', 'term': 'bicellular tight junction'}, {'evidence': 'ISS', 'gocategory': 'CC', 'id': 'GO:0030054', 'qualifier': 'located_in', 'term': 'cell junction'}, {'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0031410', 'qualifier': 'is_active_in', 'term': 'cytoplasmic vesicle'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0042995', 'qualifier': 'located_in', 'term': 'cell projection'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0055037', 'qualifier': 'located_in', 'term': 'recycling endosome'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0070161', 'qualifier': 'located_in', 'term': 'anchoring junction'}], 'MF': [{'category': 'MF', 'evidence': 'IPI', 'id': 'GO:0005515', 'pubmed': [16189514, 21187284, 21205866, 21516116, 23525008, 23911299, 24255178, 25416956, 25556234, 25910212, 26871637, 29892012, 31515488, 32296183], 'qualifier': 'enables', 'term': 'protein binding'}, {'category': 'MF', 'evidence': 'ISS', 'id': 'GO:0051015', 'qualifier': 'enables', 'term': 'actin filament binding'}]}	AMOTL2
Q9H2K0	219402	20.289257	{'BP': [{'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0006412', 'qualifier': 'involved_in', 'term': 'translation'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0006413', 'qualifier': 'involved_in', 'term': 'translational initiation'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0032790', 'qualifier': 'involved_in', 'term': 'ribosome disassembly'}, {'evidence': 'IDA', 'gocategory': 'BP', 'id': 'GO:0032790', 'pubmed': 12095986, 'qualifier': 'involved_in', 'term': 'ribosome disassembly'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0070124', 'qualifier': 'involved_in', 'term': 'mitochondrial translational initiation'}], 'CC': [{'evidence': 'HTP', 'gocategory': 'CC', 'id': 'GO:0005739', 'pubmed': 34800366, 'qualifier': 'located_in', 'term': 'mitochondrion'}, {'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005739', 'qualifier': 'is_active_in', 'term': 'mitochondrion'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005739', 'qualifier': 'located_in', 'term': 'mitochondrion'}, {'evidence': 'ISS', 'gocategory': 'CC', 'id': 'GO:0005739', 'pubmed': 12095986, 'qualifier': 'located_in', 'term': 'mitochondrion'}], 'MF': [{'category': 'MF', 'evidence': 'IBA', 'id': 'GO:0003743', 'qualifier': 'enables', 'term': 'translation initiation factor activity'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0003743', 'qualifier': 'enables', 'term': 'translation initiation factor activity'}, {'category': 'MF', 'evidence': 'IPI', 'id': 'GO:0005515', 'pubmed': [25416956, 32296183], 'qualifier': 'enables', 'term': 'protein binding'}, {'category': 'MF', 'evidence': 'IDA', 'id': 'GO:0008135', 'pubmed': 12095986, 'qualifier': 'enables', 'term': 'translation factor activity, RNA binding'}, {'category': 'MF', 'evidence': 'IBA', 'id': 'GO:0043022', 'qualifier': 'enables', 'term': 'ribosome binding'}, {'category': 'MF', 'evidence': 'IDA', 'id': 'GO:0043024', 'pubmed': 12095986, 'qualifier': 'enables', 'term': 'ribosomal small subunit binding'}]}	MTIF3
Q5TEC6	440686	19.446753	{'CC': [{'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0000786', 'qualifier': 'part_of', 'term': 'nucleosome'}, {'evidence': 'HDA', 'gocategory': 'CC', 'id': 'GO:0005634', 'pubmed': 21630459, 'qualifier': 'located_in', 'term': 'nucleus'}, {'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005634', 'qualifier': 'is_active_in', 'term': 'nucleus'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005634', 'qualifier': 'located_in', 'term': 'nucleus'}, {'evidence': 'IDA', 'gocategory': 'CC', 'id': 'GO:0005654', 'qualifier': 'located_in', 'term': 'nucleoplasm'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005654', 'qualifier': 'located_in', 'term': 'nucleoplasm'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005694', 'qualifier': 'located_in', 'term': 'chromosome'}], 'MF': [{'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0003677', 'qualifier': 'enables', 'term': 'DNA binding'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0030527', 'qualifier': 'enables', 'term': 'structural constituent of chromatin'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0046982', 'qualifier': 'enables', 'term': 'protein heterodimerization activity'}]}	H3-7
Q13151	10949	19.453531	"{'BP': [{'evidence': 'TAS', 'gocategory': 'BP', 'id': 'GO:0006397', 'pubmed': 7585247, 'qualifier': 'involved_in', 'term': 'mRNA processing'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0006954', 'qualifier': 'involved_in', 'term': 'inflammatory response'}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0006954', 'qualifier': 'involved_in', 'term': 'inflammatory response'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0032496', 'qualifier': 'involved_in', 'term': 'response to lipopolysaccharide'}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0032496', 'qualifier': 'involved_in', 'term': 'response to lipopolysaccharide'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0070935', 'qualifier': 'involved_in', 'term': ""3'-UTR-mediated mRNA stabilization""}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0070935', 'qualifier': 'involved_in', 'term': ""3'-UTR-mediated mRNA stabilization""}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0070935', 'qualifier': 'involved_in', 'term': ""3'-UTR-mediated mRNA stabilization""}, {'evidence': 'TAS', 'gocategory': 'BP', 'id': 'GO:0070935', 'pubmed': 20932473, 'qualifier': 'involved_in', 'term': ""3'-UTR-mediated mRNA stabilization""}], 'CC': [{'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005634', 'qualifier': 'is_active_in', 'term': 'nucleus'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005634', 'qualifier': 'located_in', 'term': 'nucleus'}, {'evidence': 'TAS', 'gocategory': 'CC', 'id': 'GO:0005634', 'pubmed': 7585247, 'qualifier': 'located_in', 'term': 'nucleus'}, {'evidence': 'IDA', 'gocategory': 'CC', 'id': 'GO:0005654', 'qualifier': 'located_in', 'term': 'nucleoplasm'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0045202', 'qualifier': 'is_active_in', 'term': 'synapse'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:1990904', 'qualifier': 'part_of', 'term': 'ribonucleoprotein complex'}], 'MF': [{'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0003676', 'qualifier': 'enables', 'term': 'nucleic acid binding'}, {'category': 'MF', 'evidence': 'HDA', 'id': 'GO:0003723', 'pubmed': [22658674, 22681889], 'qualifier': 'enables', 'term': 'RNA binding'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0003723', 'qualifier': 'enables', 'term': 'RNA binding'}, {'category': 'MF', 'evidence': 'TAS', 'id': 'GO:0003723', 'pubmed': 7585247, 'qualifier': 'enables', 'term': 'RNA binding'}, {'category': 'MF', 'evidence': 'IBA', 'id': 'GO:0003729', 'qualifier': 'enables', 'term': 'mRNA binding'}, {'category': 'MF', 'evidence': 'IPI', 'id': 'GO:0005515', 'pubmed': [30021884, 35271311], 'qualifier': 'enables', 'term': 'protein binding'}, {'category': 'MF', 'evidence': 'IPI', 'id': 'GO:0019901', 'pubmed': 20932473, 'qualifier': 'enables', 'term': 'protein kinase binding'}, {'category': 'MF', 'evidence': 'IDA', 'id': 'GO:0035925', 'pubmed': 20932473, 'qualifier': 'enables', 'term': ""mRNA 3'-UTR AU-rich region binding""}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0035925', 'qualifier': 'enables', 'term': ""mRNA 3'-UTR AU-rich region binding""}]}"	HNRNPA0
Q9BWG6	79005	19.446753	{'BP': [{'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0000380', 'qualifier': 'involved_in', 'term': 'alternative mRNA splicing, via spliceosome'}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0000380', 'qualifier': 'involved_in', 'term': 'alternative mRNA splicing, via spliceosome'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0006397', 'qualifier': 'involved_in', 'term': 'mRNA processing'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0008380', 'qualifier': 'involved_in', 'term': 'RNA splicing'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0008380', 'qualifier': 'acts_upstream_of_or_within', 'term': 'RNA splicing'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0008380', 'qualifier': 'involved_in', 'term': 'RNA splicing'}], 'CC': [{'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005634', 'qualifier': 'is_active_in', 'term': 'nucleus'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005634', 'qualifier': 'located_in', 'term': 'nucleus'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005654', 'qualifier': 'located_in', 'term': 'nucleoplasm'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005681', 'qualifier': 'part_of', 'term': 'spliceosomal complex'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0016607', 'qualifier': 'located_in', 'term': 'nuclear speck'}, {'evidence': 'ISS', 'gocategory': 'CC', 'id': 'GO:0016607', 'qualifier': 'located_in', 'term': 'nuclear speck'}], 'MF': [{'category': 'MF', 'evidence': 'IPI', 'id': 'GO:0005515', 'pubmed': [25416956, 27107012, 28514442, 29892012, 31515488, 32296183, 32814053, 33961781], 'qualifier': 'enables', 'term': 'protein binding'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0008270', 'qualifier': 'enables', 'term': 'zinc ion binding'}, {'category': 'MF', 'evidence': 'IPI', 'id': 'GO:0019899', 'pubmed': 23382074, 'qualifier': 'enables', 'term': 'enzyme binding'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0046872', 'qualifier': 'enables', 'term': 'metal ion binding'}]}	SCNM1
Q9BWG6	100534012	19.446753		TNFAIP8L2-SCNM1
Q14204	1778	19.446753	{'BP': [{'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0007018', 'qualifier': 'involved_in', 'term': 'microtubule-based movement'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0007052', 'qualifier': 'involved_in', 'term': 'mitotic spindle organization'}, {'evidence': 'NAS', 'gocategory': 'BP', 'id': 'GO:0007052', 'pubmed': 8227145, 'qualifier': 'involved_in', 'term': 'mitotic spindle organization'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0007097', 'qualifier': 'involved_in', 'term': 'nuclear migration'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0008090', 'qualifier': 'involved_in', 'term': 'retrograde axonal transport'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0031122', 'qualifier': 'involved_in', 'term': 'cytoplasmic microtubule organization'}, {'evidence': 'IMP', 'gocategory': 'BP', 'id': 'GO:0032388', 'pubmed': 27462074, 'qualifier': 'involved_in', 'term': 'positive regulation of intracellular transport'}, {'evidence': 'NAS', 'gocategory': 'BP', 'id': 'GO:0032388', 'pubmed': 33957056, 'qualifier': 'involved_in', 'term': 'positive regulation of intracellular transport'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0033962', 'qualifier': 'involved_in', 'term': 'P-body assembly'}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0033962', 'qualifier': 'involved_in', 'term': 'P-body assembly'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0034063', 'qualifier': 'involved_in', 'term': 'stress granule assembly'}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0034063', 'qualifier': 'involved_in', 'term': 'stress granule assembly'}, {'evidence': 'IMP', 'gocategory': 'BP', 'id': 'GO:0051293', 'pubmed': 23027904, 'qualifier': 'involved_in', 'term': 'establishment of spindle localization'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0051301', 'qualifier': 'involved_in', 'term': 'cell division'}, {'evidence': 'IMP', 'gocategory': 'BP', 'id': 'GO:0060236', 'pubmed': 23027904, 'qualifier': 'involved_in', 'term': 'regulation of mitotic spindle organization'}, {'evidence': 'IMP', 'gocategory': 'BP', 'id': 'GO:0090235', 'pubmed': 27462074, 'qualifier': 'involved_in', 'term': 'regulation of metaphase plate congression'}, {'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0120162', 'qualifier': 'involved_in', 'term': 'positive regulation of cold-induced thermogenesis'}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0120162', 'pubmed': 20887786, 'qualifier': 'involved_in', 'term': 'positive regulation of cold-induced thermogenesis'}, {'evidence': 'IMP', 'gocategory': 'BP', 'id': 'GO:1905832', 'pubmed': 27462074, 'qualifier': 'involved_in', 'term': 'positive regulation of spindle assembly'}], 'CC': [{'evidence': 'TAS', 'gocategory': 'CC', 'id': 'GO:0005576', 'qualifier': 'located_in', 'term': 'extracellular region'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005737', 'qualifier': 'located_in', 'term': 'cytoplasm'}, {'evidence': 'IDA', 'gocategory': 'CC', 'id': 'GO:0005813', 'pubmed': [21399614, 28602352], 'qualifier': 'located_in', 'term': 'centrosome'}, {'evidence': 'TAS', 'gocategory': 'CC', 'id': 'GO:0005829', 'qualifier': 'located_in', 'term': 'cytosol'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005856', 'qualifier': 'located_in', 'term': 'cytoskeleton'}, {'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005868', 'qualifier': 'part_of', 'term': 'cytoplasmic dynein complex'}, {'evidence': 'IDA', 'gocategory': 'CC', 'id': 'GO:0005868', 'pubmed': [21723285, 25272277], 'qualifier': 'part_of', 'term': 'cytoplasmic dynein complex'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005868', 'qualifier': 'part_of', 'term': 'cytoplasmic dynein complex'}, {'evidence': 'IPI', 'gocategory': 'CC', 'id': 'GO:0005868', 'pubmed': 24986880, 'qualifier': 'part_of', 'term': 'cytoplasmic dynein complex'}, {'evidence': 'NAS', 'gocategory': 'CC', 'id': 'GO:0005868', 'pubmed': 8666668, 'qualifier': 'part_of', 'term': 'cytoplasmic dynein complex'}, {'evidence': 'IDA', 'gocategory': 'CC', 'id': 'GO:0005874', 'pubmed': 21525035, 'qualifier': 'located_in', 'term': 'microtubule'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0005874', 'qualifier': 'located_in', 'term': 'microtubule'}, {'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005881', 'qualifier': 'is_active_in', 'term': 'cytoplasmic microtubule'}, {'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005938', 'qualifier': 'is_active_in', 'term': 'cell cortex'}, {'evidence': 'HDA', 'gocategory': 'CC', 'id': 'GO:0016020', 'pubmed': 19946888, 'qualifier': 'located_in', 'term': 'membrane'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0030175', 'qualifier': 'located_in', 'term': 'filopodium'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:0030286', 'qualifier': 'part_of', 'term': 'dynein complex'}, {'evidence': 'TAS', 'gocategory': 'CC', 'id': 'GO:0035578', 'qualifier': 'located_in', 'term': 'azurophil granule lumen'}, {'evidence': 'HDA', 'gocategory': 'CC', 'id': 'GO:0070062', 'pubmed': [19056867, 19199708, 20458337, 21362503, 23533145], 'qualifier': 'located_in', 'term': 'extracellular exosome'}, {'evidence': 'IEA', 'gocategory': 'CC', 'id': 'GO:1904115', 'qualifier': 'located_in', 'term': 'axon cytoplasm'}], 'MF': [{'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0000166', 'qualifier': 'enables', 'term': 'nucleotide binding'}, {'category': 'MF', 'evidence': 'HDA', 'id': 'GO:0003723', 'pubmed': [22658674, 22681889], 'qualifier': 'enables', 'term': 'RNA binding'}, {'category': 'MF', 'evidence': 'IPI', 'id': 'GO:0005515', 'pubmed': [15161933, 17043677, 17500595, 17548833, 21163940, 31092558, 31413325, 32814053, 35271311, 36692009, 36950384, 38547289], 'qualifier': 'enables', 'term': 'protein binding'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0005524', 'qualifier': 'enables', 'term': 'ATP binding'}, {'category': 'MF', 'evidence': 'IDA', 'id': 'GO:0008569', 'pubmed': 21723285, 'qualifier': 'contributes_to', 'term': 'minus-end-directed microtubule motor activity'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0008569', 'qualifier': 'enables', 'term': 'minus-end-directed microtubule motor activity'}, {'category': 'MF', 'evidence': 'IDA', 'id': 'GO:0042802', 'pubmed': 28602352, 'qualifier': 'enables', 'term': 'identical protein binding'}, {'category': 'MF', 'evidence': 'IBA', 'id': 'GO:0045505', 'qualifier': 'enables', 'term': 'dynein intermediate chain binding'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0045505', 'qualifier': 'enables', 'term': 'dynein intermediate chain binding'}, {'category': 'MF', 'evidence': 'IBA', 'id': 'GO:0051959', 'qualifier': 'enables', 'term': 'dynein light intermediate chain binding'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0051959', 'qualifier': 'enables', 'term': 'dynein light intermediate chain binding'}, {'category': 'MF', 'evidence': 'IPI', 'id': 'GO:0051959', 'pubmed': 25272277, 'qualifier': 'enables', 'term': 'dynein light intermediate chain binding'}]}	DYNC1H1
Q5TCX8	84451	20.296413	{'BP': [{'evidence': 'IEA', 'gocategory': 'BP', 'id': 'GO:0000165', 'qualifier': 'involved_in', 'term': 'MAPK cascade'}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0006468', 'qualifier': 'involved_in', 'term': 'protein phosphorylation'}, {'evidence': 'IBA', 'gocategory': 'BP', 'id': 'GO:0007165', 'qualifier': 'involved_in', 'term': 'signal transduction'}, {'evidence': 'ISS', 'gocategory': 'BP', 'id': 'GO:0046777', 'qualifier': 'involved_in', 'term': 'protein autophosphorylation'}], 'CC': {'evidence': 'IBA', 'gocategory': 'CC', 'id': 'GO:0005737', 'qualifier': 'is_active_in', 'term': 'cytoplasm'}, 'MF': [{'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0000166', 'qualifier': 'enables', 'term': 'nucleotide binding'}, {'category': 'MF', 'evidence': 'IBA', 'id': 'GO:0004672', 'qualifier': 'enables', 'term': 'protein kinase activity'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0004672', 'qualifier': 'enables', 'term': 'protein kinase activity'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0004674', 'qualifier': 'enables', 'term': 'protein serine/threonine kinase activity'}, {'category': 'MF', 'evidence': 'ISS', 'id': 'GO:0004706', 'qualifier': 'enables', 'term': 'JUN kinase kinase kinase activity'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0004709', 'qualifier': 'enables', 'term': 'MAP kinase kinase kinase activity'}, {'category': 'MF', 'evidence': 'IPI', 'id': 'GO:0005515', 'pubmed': [20936779, 26859459, 32707033], 'qualifier': 'enables', 'term': 'protein binding'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0005524', 'qualifier': 'enables', 'term': 'ATP binding'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0016301', 'qualifier': 'enables', 'term': 'kinase activity'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0016740', 'qualifier': 'enables', 'term': 'transferase activity'}, {'category': 'MF', 'evidence': 'ISS', 'id': 'GO:0042803', 'qualifier': 'enables', 'term': 'protein homodimerization activity'}, {'category': 'MF', 'evidence': 'IEA', 'id': 'GO:0106310', 'qualifier': 'enables', 'term': 'protein serine kinase activity'}]}	MAP3K21
Q96BQ5	133957	19.446753	{'BP': {'evidence': 'IMP', 'gocategory': 'BP', 'id': 'GO:0055088', 'pubmed': 37864924, 'qualifier': 'involved_in', 'term': 'lipid homeostasis'}, 'CC': [{'evidence': 'HTP', 'gocategory': 'CC', 'id': 'GO:0005739', 'pubmed': 34800366, 'qualifier': 'located_in', 'term': 'mitochondrion'}, {'evidence': 'IDA', 'gocategory': 'CC', 'id': 'GO:0005741', 'pubmed': 37864924, 'qualifier': 'located_in', 'term': 'mitochondrial outer membrane'}]}	CCDC127
