Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of protein import into nucleus (GO:0042307)	4/28	1.4195081287021852e-06	0.0006884953792723953	0	0	59.273809523809526	798.1337079779742	MAVS;BAG3;UBR5;IPO5
GO_Biological_Process_2021	positive regulation of protein import (GO:1904591)	4/30	1.8914708221769103e-06	0.0006884953792723953	0	0	54.70879120879121	720.9609752049805	MAVS;BAG3;UBR5;IPO5
GO_Biological_Process_2021	regulation of protein import into nucleus (GO:0042306)	4/36	4.011345717542353e-06	0.000973419894123611	0	0	44.4375	552.197429336359	MAVS;BAG3;UBR5;IPO5
GO_Biological_Process_2021	positive regulation of nucleocytoplasmic transport (GO:0046824)	4/46	1.0866778742752272e-05	0.0019777537311809	0	0	33.84013605442177	386.78599535086494	MAVS;BAG3;UBR5;IPO5
GO_Biological_Process_2021	positive regulation of macroautophagy (GO:0016239)	4/53	1.919680460454609e-05	0.0027950547504219	0	0	28.995626822157437	314.9147388048283	PRKAA2;BAG3;HTT;SUPT5H
GO_Biological_Process_2021	regulation of cellular response to stress (GO:0080135)	5/118	2.7670503411683342e-05	0.0033573544139509	0	0	15.950925181013677	167.40724986374008	CHCHD2;DNAJC7;DNAJB6;BAG3;CRYAB
GO_Biological_Process_2021	positive regulation of protein localization to nucleus (GO:1900182)	4/68	5.1628209344767325e-05	0.0053693337718558	0	0	22.183035714285715	218.97855802699837	MAVS;BAG3;UBR5;IPO5
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	10/742	6.535433832890863e-05	0.0059472447879306	0	0	5.248087431693989	50.56892644465173	RBM25;TFAP4;PRKAA2;MAGED1;BAG3;NME2;FHL2;ADAM10;HTT;CRYAB
GO_Biological_Process_2021	cristae formation (GO:0042407)	3/28	7.971213047691688e-05	0.0064478256652439	0	0	41.92631578947368	395.662364408761	ATP5PF;DNAJC11;ATP5PO
GO_Biological_Process_2021	regulation of cellular response to heat (GO:1900034)	4/79	9.293925210727142e-05	0.0067659775534093	0	0	18.919047619047618	175.63619849789305	DNAJC7;DNAJB6;BAG3;CRYAB
